[[ 1.00000000e+00 -1.88252192e-14]
 [-3.25642291e-14  1.00000000e+00]
 [ 1.00000000e+00 -2.14064877e-14]
 [ 1.00000000e+00 -2.69541334e-14]
 [ 8.73259798e-15  1.00000000e+00]
 [ 1.00000000e+00 -1.50660734e-14]
 [ 4.51895465e-15  1.00000000e+00]
 [ 1.67652350e-14  1.00000000e+00]
 [ 1.00000000e+00 -2.96412200e-14]
 [ 2.02615702e-15  1.00000000e+00]
 [ 8.50881865e-15  1.00000000e+00]
 [ 1.00000000e+00 -1.21979250e-14]
 [ 1.00000000e+00 -2.35991782e-14]
 [ 2.65204525e-14  1.00000000e+00]
 [ 8.48973669e-15  1.00000000e+00]
 [-5.24233434e-15  1.00000000e+00]
 [ 1.00000000e+00 -7.48359708e-15]
 [ 2.14073551e-14  1.00000000e+00]
 [ 8.47846099e-15  1.00000000e+00]
 [ 5.79224169e-15  1.00000000e+00]
 [ 1.00000000e+00 -2.67017311e-14]
 [ 1.45786161e-14  1.00000000e+00]
 [ 1.00000000e+00 -2.50147125e-14]
 [ 1.00000000e+00 -3.28313765e-14]
 [ 1.06165077e-15  1.00000000e+00]
 [ 1.00000000e+00 -2.65586164e-14]
 [ 1.00000000e+00 -2.18245561e-14]
 [ 1.58761893e-14  1.00000000e+00]
 [ 1.76941795e-16  1.00000000e+00]
 [-9.41954847e-16  1.00000000e+00]
 [ 7.07550338e-15  1.00000000e+00]
 [ 1.56211849e-14  1.00000000e+00]
 [ 1.00000000e+00 -1.91444083e-14]
 [ 1.23165367e-15  1.00000000e+00]
 [ 3.30985239e-15  1.00000000e+00]
 [ 1.00000000e+00 -2.29712083e-14]
 [ 1.34128819e-14  1.00000000e+00]
 [ 1.00000000e+00 -2.31481501e-14]
 [ 1.00000000e+00 -1.90160387e-14]
 [ 1.00000000e+00 -2.51907870e-14]
 [ 1.67019176e-14  1.00000000e+00]
 [ 1.06095688e-14  1.00000000e+00]
 [ 7.43155537e-15  1.00000000e+00]
 [ 1.78919379e-14  1.00000000e+00]
 [ 1.23312818e-14  1.00000000e+00]
 [ 1.00000000e+00 -1.22471477e-14]
 [ 1.00000000e+00 -3.10775711e-14]
 [ 1.00000000e+00 -1.13797860e-14]
 [ 1.00000000e+00 -2.10959722e-14]
 [ 1.00000000e+00 -3.32468428e-14]
 [ 1.00000000e+00 -1.59646601e-14]
 [ 1.00000000e+00 -2.20153756e-14]
 [ 1.00000000e+00 -2.04940231e-14]
 [ 1.00000000e+00 -1.64902814e-14]
 [ 1.00000000e+00 -1.87905247e-14]
 [ 8.58427912e-15  1.00000000e+00]
 [-5.94576471e-16  1.00000000e+00]
 [ 1.00000000e+00 -1.70280456e-14]
 [ 1.54338348e-14  1.00000000e+00]
 [ 1.00000000e+00 -2.04038175e-14]
 [ 1.86239912e-14  1.00000000e+00]
 [ 1.00000000e+00 -2.53755350e-14]
 [ 9.49414158e-15  1.00000000e+00]
 [ 1.00000000e+00 -1.98105421e-14]
 [ 1.00000000e+00 -8.74994521e-15]
 [ 1.00000000e+00 -2.04801454e-14]
 [ 1.11022302e-14  1.00000000e+00]
 [ 1.00000000e+00 -9.12464548e-15]
 [ 1.32636957e-14  1.00000000e+00]
 [ 7.62064023e-15  1.00000000e+00]
 [ 1.00000000e+00 -1.30919581e-14]
 [ 9.81159598e-15  1.00000000e+00]
 [ 8.84275292e-15  1.00000000e+00]
 [ 1.00000000e+00 -6.18255447e-15]
 [ 1.01810921e-14  1.00000000e+00]
 [ 1.72639680e-14  1.00000000e+00]
 [ 1.00000000e+00 -9.64853197e-15]
 [ 1.32376748e-14  1.00000000e+00]
 [ 1.23980687e-14  1.00000000e+00]
 [ 2.87617152e-15  1.00000000e+00]
 [ 1.00000000e+00 -3.63459263e-14]
 [ 3.42868095e-15  1.00000000e+00]
 [ 1.00000000e+00 -3.39849676e-14]
 [ 3.06872583e-15  1.00000000e+00]
 [ 1.11161080e-14  1.00000000e+00]
 [ 1.00000000e+00 -3.24740235e-15]
 [ 1.00000000e+00 -1.81426055e-14]
 [ 1.00000000e+00 -2.80105800e-14]
 [ 1.00000000e+00 -2.31932529e-14]
 [ 1.00000000e+00 -1.61884395e-14]
 [ 1.85441940e-15  1.00000000e+00]
 [ 8.61463678e-15  1.00000000e+00]
 [ 8.23820179e-15  1.00000000e+00]
 [ 4.07660017e-15  1.00000000e+00]
 [ 1.34770667e-14  1.00000000e+00]
 [ 1.00000000e+00 -1.89223637e-14]
 [ 1.00000000e+00 -2.64406552e-14]
 [ 1.17995891e-14  1.00000000e+00]
 [ 2.14949586e-14  1.00000000e+00]
 [ 1.86309301e-14  1.00000000e+00]
 [ 1.03632380e-14  1.00000000e+00]
 [ 2.90566182e-15  1.00000000e+00]
 [ 6.35602682e-15  1.00000000e+00]
 [ 1.00000000e+00 -1.75970349e-14]
 [ 1.00000000e+00 -2.89438612e-14]
 [ 4.87977714e-15  1.00000000e+00]
 [ 1.00000000e+00 -2.34031544e-14]
 [ 1.00475184e-14  1.00000000e+00]
 [ 8.44116443e-15  1.00000000e+00]
 [ 1.00000000e+00 -2.60156480e-14]
 [ 1.00000000e+00 -1.86170523e-14]
 [ 1.00000000e+00 -1.33157374e-14]
 [-3.77042148e-15  1.00000000e+00]
 [ 1.09695239e-14  1.00000000e+00]
 [ 1.00000000e+00 -1.82111271e-14]
 [ 3.26518326e-15  1.00000000e+00]
 [ 1.00000000e+00 -1.42282019e-14]
 [ 1.00000000e+00 -2.45133774e-14]
 [ 1.00000000e+00 -1.98660532e-14]
 [ 1.05401798e-14  1.00000000e+00]
 [ 1.00000000e+00 -2.27855929e-14]
 [ 4.17547941e-15  1.00000000e+00]
 [ 2.30093722e-14  1.00000000e+00]
 [ 1.00000000e+00 -1.18828558e-14]
 [ 1.00000000e+00 -1.22107185e-14]
 [ 9.09949199e-15  1.00000000e+00]
 [ 4.93268620e-15  1.00000000e+00]
 [ 3.06699111e-15  1.00000000e+00]
 [ 1.00000000e+00 -1.19921434e-14]
 [ 1.00000000e+00 -9.00148012e-15]
 [-1.64798730e-15  1.00000000e+00]
 [ 1.25524591e-14  1.00000000e+00]
 [ 1.00000000e+00 -1.57859836e-14]
 [ 1.00000000e+00 -1.46167800e-14]
 [ 1.00000000e+00 -2.00568728e-14]
 [ 1.00000000e+00 -9.93996552e-15]
 [ 6.72031875e-15  1.00000000e+00]
 [ 1.00000000e+00 -7.76115283e-15]
