[[ 1.00000000e+00 -1.89004368e-12]
 [ 1.85522708e-11  1.00000000e+00]
 [ 1.00000000e+00 -5.15143483e-12]
 [ 2.30926389e-12  1.00000000e+00]
 [ 1.00000000e+00  4.83169060e-13]
 [ 1.00000000e+00 -1.89714910e-12]
 [ 1.00000000e+00  1.90425453e-12]
 [ 2.28794761e-12  1.00000000e+00]
 [-7.53175300e-13  1.00000000e+00]
 [ 1.00000000e+00 -3.81561449e-12]
 [ 1.00000000e+00 -1.50635060e-12]
 [ 1.00000000e+00  1.80477855e-12]
 [ 1.00000000e+00 -3.26849658e-13]
 [ 1.76214598e-12  1.00000000e+00]
 [ 1.00000000e+00 -5.54933877e-12]
 [ 1.53477231e-12  1.00000000e+00]
 [ 1.00000000e+00 -3.82271992e-12]
 [ 3.89377419e-12  1.00000000e+00]
 [-1.15107923e-12  1.00000000e+00]
 [ 2.60058641e-12  1.00000000e+00]
 [ 1.00000000e+00 -6.89226454e-13]
 [ 1.00000000e+00 -5.12301312e-12]
 [ 1.00000000e+00 -3.74456022e-12]
 [-1.29318778e-12  1.00000000e+00]
 [ 2.13162821e-13  1.00000000e+00]
 [ 1.00000000e+00 -5.89750471e-13]
 [ 1.00000000e+00 -1.46371804e-12]
 [ 1.00000000e+00  1.18660637e-12]
 [ 1.00000000e+00 -1.54898316e-12]
 [ 1.00000000e+00 -2.50111043e-12]
 [ 2.56505928e-12  1.00000000e+00]
 [ 3.55271368e-13  1.00000000e+00]
 [ 4.83169060e-13  1.00000000e+00]
 [ 1.00000000e+00 -2.84217094e-13]
 [ 1.00000000e+00 -1.07291953e-12]
 [ 1.51345603e-12  1.00000000e+00]
 [ 2.14583906e-12  1.00000000e+00]
 [ 1.00000000e+00 -4.53326265e-12]
 [ 5.25801624e-13  1.00000000e+00]
 [ 1.57740487e-12  1.00000000e+00]
 [ 1.22213351e-12  1.00000000e+00]
 [ 1.00000000e+00 -3.28981287e-12]
 [ 3.76587650e-13  1.00000000e+00]
 [ 1.00000000e+00 -1.64845915e-12]
 [ 9.80548975e-13  1.00000000e+00]
 [-8.88178420e-13  1.00000000e+00]
 [ 1.00000000e+00 -1.35003120e-13]
 [ 1.00000000e+00 -7.17648163e-13]
 [ 1.00000000e+00 -1.20792265e-12]
 [ 1.00000000e+00 -3.89377419e-12]
 [ 2.03925765e-12  1.00000000e+00]
 [ 2.03215222e-12  1.00000000e+00]
 [ 2.27373675e-13  1.00000000e+00]
 [ 1.28608235e-12  1.00000000e+00]
 [ 1.77635684e-13  1.00000000e+00]
 [ 1.00000000e+00 -3.03401748e-12]
 [-5.96855898e-13  1.00000000e+00]
 [-9.94759830e-13  1.00000000e+00]
 [ 2.77822210e-12  1.00000000e+00]
 [ 1.81898940e-12  1.00000000e+00]
 [ 2.45847787e-12  1.00000000e+00]
 [ 1.20792265e-12  1.00000000e+00]
 [ 1.48503432e-12  1.00000000e+00]
 [ 1.49213975e-13  1.00000000e+00]
 [ 1.00000000e+00 -1.08002496e-12]
 [ 5.32907052e-13  1.00000000e+00]
 [ 1.00000000e+00 -2.74269496e-12]
 [ 4.19220214e-13  1.00000000e+00]
 [ 1.00000000e+00 -1.39266376e-12]
 [ 1.00000000e+00 -3.85824706e-12]
 [ 3.12638804e-13  1.00000000e+00]
 [ 6.75015599e-13  1.00000000e+00]
 [ 2.89901436e-12  1.00000000e+00]
 [ 1.00000000e+00 -1.74793513e-12]
 [ 1.00000000e+00 -1.04449782e-12]
 [ 8.59756710e-13  1.00000000e+00]
 [ 2.31636932e-12  1.00000000e+00]
 [ 3.07665005e-12  1.00000000e+00]
 [ 1.00000000e+00 -2.01083594e-12]
 [ 1.00000000e+00 -9.37916411e-13]
 [ 8.52651283e-14  1.00000000e+00]
 [-8.73967565e-13  1.00000000e+00]
 [ 1.00000000e+00 -2.33768560e-12]
 [ 1.00000000e+00 -5.55644419e-12]
 [ 3.52429197e-12  1.00000000e+00]
 [ 1.00000000e+00 -2.93454150e-12]
 [ 1.00000000e+00 -3.05533376e-12]
 [ 7.13384907e-12  1.00000000e+00]
 [ 6.53699317e-13  1.00000000e+00]
 [ 1.00000000e+00 -1.25055521e-12]
 [ 1.84741111e-13  1.00000000e+00]
 [ 1.00000000e+00  1.63424829e-12]
 [ 1.00000000e+00 -1.44950718e-12]
 [ 1.00000000e+00 -3.33955086e-13]
 [ 2.39452902e-12  1.00000000e+00]
 [ 9.59232693e-13  1.00000000e+00]
 [ 1.12976295e-12  1.00000000e+00]
 [ 1.60582658e-12  1.00000000e+00]
 [ 1.00000000e+00  4.19220214e-13]
 [ 1.00000000e+00 -3.76587650e-12]
 [ 1.00000000e+00 -8.95283847e-13]
 [ 2.90611979e-12  1.00000000e+00]
 [ 1.00000000e+00 -2.13162821e-13]
 [ 1.00000000e+00 -1.15818466e-12]
 [ 2.89901436e-12  1.00000000e+00]
 [ 1.00000000e+00 -1.08713039e-12]
 [ 1.00000000e+00 -1.93267624e-12]
 [ 1.00000000e+00 -1.70530257e-12]
 [ 2.62190269e-12  1.00000000e+00]
 [ 1.00000000e+00 -3.93640676e-12]
 [ 2.27373675e-12  1.00000000e+00]
 [ 2.67164069e-12  1.00000000e+00]
 [ 1.00000000e+00 -4.32009983e-12]
 [ 1.00000000e+00 -2.74980039e-12]
 [ 1.00000000e+00 -2.18136620e-12]
 [ 9.94759830e-14  1.00000000e+00]
 [ 1.67688086e-12  1.00000000e+00]
 [ 1.00000000e+00 -2.41584530e-13]
 [ 1.00000000e+00 -1.52056145e-12]
 [ 1.00000000e+00 -1.79056769e-12]
 [ 9.94759830e-14  1.00000000e+00]
 [ 1.00000000e+00 -1.16529009e-12]
 [-1.13686838e-12  1.00000000e+00]
 [ 1.00000000e+00 -3.60955710e-12]
 [ 2.18847163e-12  1.00000000e+00]
 [ 2.38031816e-12  1.00000000e+00]
 [ 1.00000000e+00 -3.40349970e-12]
 [ 2.28794761e-12  1.00000000e+00]
 [ 3.14059889e-12  1.00000000e+00]
 [ 6.39488462e-13  1.00000000e+00]
 [ 6.18172180e-13  1.00000000e+00]
 [ 7.10542736e-13  1.00000000e+00]
 [ 1.00000000e+00 -1.74082970e-12]
 [ 1.00000000e+00 -2.40163445e-12]
 [ 1.00000000e+00 -1.72661885e-12]
 [ 2.53663757e-12  1.00000000e+00]
 [ 4.97379915e-13  1.00000000e+00]
 [ 1.00000000e+00  5.61328761e-13]
 [ 2.94875235e-12  1.00000000e+00]
 [ 2.33058017e-12  1.00000000e+00]
 [ 1.00000000e+00 -1.64135372e-12]
 [ 3.76587650e-13  1.00000000e+00]
 [ 1.00000000e+00  1.12976295e-12]
 [-6.60804744e-13  1.00000000e+00]
 [ 1.00000000e+00 -1.71951342e-12]
 [ 1.00000000e+00 -2.08189022e-12]
 [ 2.04636308e-12  1.00000000e+00]
 [-6.25277607e-13  1.00000000e+00]
 [-6.39488462e-13  1.00000000e+00]
 [ 3.01270120e-12  1.00000000e+00]
 [ 3.21165317e-12  1.00000000e+00]
 [ 4.90274488e-13  1.00000000e+00]
 [-1.56319402e-13  1.00000000e+00]
 [-4.05009359e-13  1.00000000e+00]
 [ 1.00000000e+00 -2.83506552e-12]
 [-3.55271368e-14  1.00000000e+00]
 [ 1.03739239e-12  1.00000000e+00]
 [ 1.00000000e+00 -2.03925765e-12]
 [ 2.77111667e-12  1.00000000e+00]
 [ 1.00000000e+00 -2.98427949e-12]
 [ 1.07291953e-12  1.00000000e+00]
 [ 8.95283847e-13  1.00000000e+00]
 [ 1.00000000e+00  1.20792265e-13]
 [ 1.00000000e+00 -9.37916411e-13]
 [ 1.00000000e+00 -1.41398004e-12]
 [ 1.00000000e+00 -2.41584530e-13]
 [-1.84741111e-13  1.00000000e+00]
 [-2.40873987e-12  1.00000000e+00]
 [ 1.00000000e+00 -2.00373051e-12]
 [ 1.00000000e+00  8.66862138e-13]
 [ 1.00000000e+00 -1.15818466e-12]
 [ 8.38440428e-13  1.00000000e+00]
 [ 9.45021839e-13  1.00000000e+00]
 [ 2.99849034e-12  1.00000000e+00]
 [ 1.00000000e+00 -1.76214598e-12]
 [ 8.24229573e-13  1.00000000e+00]
 [ 1.86162197e-12  1.00000000e+00]
 [ 1.00000000e+00  4.90274488e-13]
 [ 1.00000000e+00 -1.55608859e-12]
 [ 1.00000000e+00 -1.85451654e-12]
 [ 1.00000000e+00 -1.97530881e-12]
 [ 3.30402372e-12  1.00000000e+00]
 [ 2.40163445e-12  1.00000000e+00]
 [ 7.38964445e-13  1.00000000e+00]
 [ 2.73558953e-12  1.00000000e+00]
 [ 2.17426077e-12  1.00000000e+00]]
