[[-5.14774001e-10  1.00000000e+00  1.00953912e-10]
 [-4.03815648e-10  2.65572453e-10  1.00000000e+00]
 [-3.83806764e-10  1.00000000e+00  1.01863407e-10]
 [-4.49290383e-10  2.83762347e-10  1.00000000e+00]
 [ 1.00000000e+00  3.57431418e-10  1.07320375e-10]
 [-3.52883944e-10  1.00000000e+00  1.13686838e-10]
 [-4.25643520e-10  2.69210432e-10  1.00000000e+00]
 [-4.11091605e-10  2.69210432e-10  1.00000000e+00]
 [-4.80213203e-10  2.98314262e-10  1.00000000e+00]
 [ 1.00000000e+00  3.75280251e-10  1.25510269e-10]
 [-4.31100489e-10  1.00000000e+00  1.09139364e-10]
 [ 1.00000000e+00  3.38332029e-10  1.30057742e-10]
 [ 1.00000000e+00  3.77440301e-10  1.23691279e-10]
 [-4.76575224e-10  1.00000000e+00  1.36424205e-10]
 [ 1.00000000e+00  3.82669896e-10  9.64064384e-11]
 [ 1.00000000e+00  3.39241524e-10  1.14596332e-10]
 [-4.07453626e-10  2.76486389e-10  1.00000000e+00]
 [ 1.00000000e+00  3.85568910e-10  1.12777343e-10]
 [-4.63842298e-10  2.83762347e-10  1.00000000e+00]
 [ 1.00000000e+00  3.45153239e-10  1.31876732e-10]
 [ 1.00000000e+00  3.75166564e-10  1.21872290e-10]
 [-5.36601874e-10  1.00000000e+00  1.24600774e-10]
 [-3.91082722e-10  3.01952241e-10  1.00000000e+00]
 [-4.94765118e-10  1.00000000e+00  1.29148248e-10]
 [ 1.00000000e+00  3.91992216e-10  9.82254278e-11]
 [ 1.00000000e+00  3.41970008e-10  1.14596332e-10]
 [-4.16548573e-10  3.16504156e-10  1.00000000e+00]
 [-4.63842298e-10  2.54658516e-10  1.00000000e+00]
 [-4.27462510e-10  1.00000000e+00  1.40062184e-10]
 [ 1.00000000e+00  3.96994437e-10  9.45874490e-11]
 [-4.87489160e-10  1.00000000e+00  1.40062184e-10]
 [-4.76575224e-10  3.05590220e-10  1.00000000e+00]
 [ 1.00000000e+00  3.25371730e-10  1.49157131e-10]
 [-4.49290383e-10  2.61934474e-10  1.00000000e+00]
 [-4.29281499e-10  3.01952241e-10  1.00000000e+00]
 [-4.42014425e-10  1.00000000e+00  1.18234311e-10]
 [-4.03815648e-10  1.00000000e+00  1.25510269e-10]
 [-4.89308150e-10  2.80124368e-10  1.00000000e+00]
 [-4.11091605e-10  1.00000000e+00  1.16415322e-10]
 [-5.14774001e-10  1.00000000e+00  1.29148248e-10]
 [-3.63797881e-10  1.00000000e+00  1.05956133e-10]
 [-4.25643520e-10  2.76486389e-10  1.00000000e+00]
 [-4.27462510e-10  1.00000000e+00  1.00044417e-10]
 [-4.29281499e-10  1.00000000e+00  1.24600774e-10]
 [ 1.00000000e+00  3.14685167e-10  1.38243195e-10]
 [ 1.00000000e+00  3.44698492e-10  1.56433089e-10]
 [ 1.00000000e+00  3.16504156e-10  1.30967237e-10]
 [-3.72892828e-10  2.87400326e-10  1.00000000e+00]
 [-4.18367563e-10  1.00000000e+00  1.20962795e-10]
 [-4.80213203e-10  2.83762347e-10  1.00000000e+00]
 [-4.16548573e-10  2.83762347e-10  1.00000000e+00]
 [-4.74756234e-10  1.00000000e+00  1.45519152e-10]
 [-4.42014425e-10  3.20142135e-10  1.00000000e+00]
 [-4.29281499e-10  1.00000000e+00  1.16870069e-10]
 [ 1.00000000e+00  3.54702934e-10  1.20053301e-10]
 [-4.18367563e-10  1.00000000e+00  1.55523594e-10]
 [-4.58385330e-10  1.00000000e+00  1.12777343e-10]
 [-3.98358679e-10  2.98314262e-10  1.00000000e+00]
 [-4.47471393e-10  1.00000000e+00  1.21872290e-10]
 [-4.54747351e-10  1.00000000e+00  1.47338142e-10]
 [-4.52928361e-10  2.61934474e-10  1.00000000e+00]
 [ 1.00000000e+00  3.49018592e-10  1.52795110e-10]
 [-3.81987775e-10  1.00000000e+00  1.02772901e-10]
 [ 1.00000000e+00  3.63911568e-10  1.32786226e-10]
 [ 1.00000000e+00  3.68572728e-10  1.05501385e-10]
 [ 1.00000000e+00  3.61524144e-10  1.23691279e-10]
 [-4.63842298e-10  2.65572453e-10  1.00000000e+00]
 [-4.20186552e-10  1.00000000e+00  1.28238753e-10]
 [-3.80168785e-10  1.00000000e+00  1.33695721e-10]
 [-4.25643520e-10  1.00000000e+00  1.37333700e-10]
 [-3.51064955e-10  1.00000000e+00  1.32786226e-10]
 [ 1.00000000e+00  3.41060513e-10  1.09139364e-10]
 [ 1.00000000e+00  3.32079253e-10  1.54614099e-10]
 [-4.47471393e-10  1.00000000e+00  1.10048859e-10]
 [ 1.00000000e+00  3.24689609e-10  1.34605216e-10]
 [ 1.00000000e+00  3.21961124e-10  1.18234311e-10]
 [-4.11091605e-10  2.65572453e-10  1.00000000e+00]
 [-4.16548573e-10  1.00000000e+00  9.23137122e-11]
 [-3.98358679e-10  1.00000000e+00  1.12777343e-10]
 [ 1.00000000e+00  3.64707375e-10  1.12777343e-10]
 [ 1.00000000e+00  3.19914761e-10  1.36424205e-10]
 [-4.27462510e-10  2.54658516e-10  1.00000000e+00]
 [-4.18367563e-10  2.87400326e-10  1.00000000e+00]
 [-4.27462510e-10  2.54658516e-10  1.00000000e+00]
 [ 1.00000000e+00  3.43334250e-10  1.20053301e-10]
 [-3.52883944e-10  2.36468622e-10  1.00000000e+00]
 [ 1.00000000e+00  3.07409209e-10  1.58252078e-10]
 [-3.94720701e-10  1.00000000e+00  1.17324817e-10]
 [-4.22005542e-10  2.43744580e-10  1.00000000e+00]
 [ 1.00000000e+00  3.49245965e-10  1.45519152e-10]
 [-4.40195436e-10  2.69210432e-10  1.00000000e+00]
 [ 1.00000000e+00  3.25599103e-10  1.20053301e-10]
 [ 1.00000000e+00  3.56067176e-10  1.32786226e-10]
 [ 1.00000000e+00  3.33784556e-10  1.16415322e-10]
 [ 1.00000000e+00  3.40151018e-10  1.06410880e-10]
 [-3.94720701e-10  1.00000000e+00  1.37333700e-10]
 [ 1.00000000e+00  3.26053851e-10  1.36424205e-10]
 [ 1.00000000e+00  3.18323146e-10  1.39152689e-10]
 [ 1.00000000e+00  3.19232640e-10  1.66437530e-10]
 [-3.72892828e-10  1.00000000e+00  1.40971679e-10]
 [-3.92901711e-10  1.00000000e+00  1.01863407e-10]
 [-4.92946128e-10  1.00000000e+00  1.24600774e-10]
 [-4.92946128e-10  1.00000000e+00  1.32786226e-10]
 [-4.09272616e-10  1.00000000e+00  1.14596332e-10]
 [-3.92901711e-10  2.58296495e-10  1.00000000e+00]
 [ 1.00000000e+00  3.06499714e-10  1.36424205e-10]
 [-4.05634637e-10  2.65572453e-10  1.00000000e+00]
 [-4.16548573e-10  2.76486389e-10  1.00000000e+00]
 [-3.94720701e-10  2.43744580e-10  1.00000000e+00]
 [-4.69299266e-10  1.00000000e+00  1.23691279e-10]
 [ 1.00000000e+00  3.15708348e-10  1.70985004e-10]
 [-3.92901711e-10  2.43744580e-10  1.00000000e+00]
 [-4.63842298e-10  1.00000000e+00  1.25510269e-10]
 [-4.85670171e-10  2.21916707e-10  1.00000000e+00]
 [-3.40151018e-10  3.16504156e-10  1.00000000e+00]
 [-3.98358679e-10  2.87400326e-10  1.00000000e+00]
 [ 1.00000000e+00  3.33784556e-10  1.30057742e-10]
 [-4.78394213e-10  1.00000000e+00  1.13686838e-10]
 [-4.07453626e-10  3.01952241e-10  1.00000000e+00]
 [ 1.00000000e+00  3.37422534e-10  1.05501385e-10]
 [ 1.00000000e+00  3.56521923e-10  1.38243195e-10]
 [ 1.00000000e+00  3.62604169e-10  1.38243195e-10]
 [ 1.00000000e+00  3.28327587e-10  1.17324817e-10]
 [-3.78349796e-10  1.00000000e+00  1.14596332e-10]
 [ 1.00000000e+00  3.57658791e-10  1.34605216e-10]
 [ 1.00000000e+00  3.55839802e-10  9.27684596e-11]
 [-3.71073838e-10  2.61934474e-10  1.00000000e+00]
 [-4.23824531e-10  2.36468622e-10  1.00000000e+00]
 [-4.71118256e-10  2.69210432e-10  1.00000000e+00]
 [-4.87489160e-10  2.43744580e-10  1.00000000e+00]
