1.308139534883721034e-01 1.000000000000000000e+00 4.360902255639097502e-01 1.458928571428571297e-01 5.000000000000000000e-01 3.846153846153846367e-01 3.750000000000000000e-01 1.403508771929824674e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 5.399999999999999939e-02 1.000000000000000021e-03
3.473837209302325646e-01 0.000000000000000000e+00 2.154887218045112574e-01 5.357142857142856984e-01 0.000000000000000000e+00 6.923076923076922906e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 1.321199999999999875e-01
2.093023255813953598e-01 0.000000000000000000e+00 8.258646616541354124e-01 5.357142857142856984e-01 5.000000000000000000e-01 6.923076923076922906e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.089552238805970075e-01 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 3.375999999999999834e-02
5.159883720930232842e-01 1.000000000000000000e+00 2.679699248120300803e-01 1.785714285714285615e-02 5.000000000000000000e-01 5.384615384615384359e-01 5.000000000000000000e-01 2.929824561403508720e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000033e-01 0.000000000000000000e+00
3.909883720930232287e-01 0.000000000000000000e+00 8.150375939849627271e-02 1.933928571428571441e-01 5.000000000000000000e-01 1.538461538461538547e-01 8.750000000000000000e-01 1.017543859649122813e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 4.000000000000000083e-02 4.839999999999999684e-03
4.462209302325581550e-01 0.000000000000000000e+00 1.341353383458646908e-01 2.678571428571428423e-02 5.000000000000000000e-01 5.384615384615384359e-01 3.750000000000000000e-01 7.017543859649122417e-02 0.000000000000000000e+00 1.000000000000000000e+00 2.985074626865671585e-02 1.000000000000000000e+00 5.000000000000000000e-01 1.000000000000000056e-01 3.939999999999999926e-03
2.994186046511627675e-01 0.000000000000000000e+00 3.996992481203007208e-01 2.901785714285714524e-01 0.000000000000000000e+00 2.307692307692307820e-01 3.750000000000000000e-01 5.789473684210526619e-03 0.000000000000000000e+00 1.000000000000000000e+00 2.985074626865671585e-02 0.000000000000000000e+00 5.000000000000000000e-01 9.199999999999999845e-02 1.800000000000000113e-04
8.284883720930232009e-02 1.000000000000000000e+00 4.323308270676691767e-01 1.755357142857142949e-01 0.000000000000000000e+00 6.153846153846154188e-01 3.750000000000000000e-01 1.110526315789473750e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 2.599999999999999881e-02 1.442000000000000053e-02
3.110465116279069742e-01 0.000000000000000000e+00 2.906766917293232555e-01 1.651785714285714246e-01 5.000000000000000000e-01 7.692307692307692735e-01 8.750000000000000000e-01 5.701754385964911964e-02 1.000000000000000000e+00 1.000000000000000000e+00 2.985074626865671585e-02 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.924418604651162545e-01 1.000000000000000000e+00 1.428571428571428492e-01 3.571428571428571230e-02 5.000000000000000000e-01 5.384615384615384359e-01 3.750000000000000000e-01 2.929824561403508720e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.499999999999999944e-01 0.000000000000000000e+00
8.386627906976744651e-01 0.000000000000000000e+00 1.754887218045113051e-01 4.017857142857143155e-02 5.000000000000000000e-01 7.692307692307692735e-01 3.750000000000000000e-01 4.526315789473684542e-02 1.000000000000000000e+00 1.000000000000000000e+00 2.985074626865671585e-02 0.000000000000000000e+00 5.000000000000000000e-01 1.000000000000000056e-01 0.000000000000000000e+00
8.372093023255814392e-01 0.000000000000000000e+00 5.827067669172932840e-01 2.500000000000000000e-01 5.000000000000000000e-01 3.846153846153846367e-01 8.750000000000000000e-01 1.052631578947368363e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.191860465116278966e-01 1.000000000000000000e+00 3.571428571428571508e-01 6.250000000000000000e-02 0.000000000000000000e+00 5.384615384615384359e-01 5.000000000000000000e-01 8.771929824561403022e-03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 8.200000000000000344e-02 4.000000000000000083e-03
7.107558139534884134e-01 1.000000000000000000e+00 2.079699248120300548e-01 7.285714285714285643e-02 0.000000000000000000e+00 3.846153846153846367e-01 3.750000000000000000e-01 7.017543859649122417e-02 1.000000000000000000e+00 1.000000000000000000e+00 4.477611940298507204e-02 1.000000000000000000e+00 5.000000000000000000e-01 1.849999999999999978e-01 5.599999999999999943e-03
