[[ 5.48868130e-01  4.51131968e-01]
 [ 6.06652880e-01  3.93347127e-01]
 [ 1.36376751e-01  8.63623277e-01]
 [-9.68569735e-03  1.00968575e+00]
 [ 7.88494950e-01  2.11505075e-01]
 [-9.68815350e-02  1.09688145e+00]
 [ 2.14020133e-01  7.85979800e-01]
 [ 6.07675477e-01  3.92324561e-01]
 [ 5.22245207e-01  4.77754827e-01]
 [ 5.92565259e-01  4.07434700e-01]
 [ 7.19355308e-01  2.80644620e-01]
 [ 4.79595334e-01  5.20404707e-01]
 [ 9.05141064e-01  9.48590170e-02]
 [ 7.54121579e-02  9.24587706e-01]
 [ 6.74152256e-01  3.25847709e-01]
 [ 4.88474286e-01  5.11525688e-01]
 [ 5.69825234e-01  4.30174727e-01]
 [ 3.89052160e-01  6.10947966e-01]
 [-2.39567644e-01  1.23956764e+00]
 [ 4.29665822e-01  5.70334220e-01]
 [ 6.95768827e-01  3.04231236e-01]
 [-4.11909101e-02  1.04119099e+00]
 [ 2.44818468e-01  7.55181319e-01]
 [ 6.36906328e-01  3.63093678e-01]
 [ 8.90286209e-02  9.10971301e-01]
 [ 9.90680772e-01  9.31905734e-03]
 [ 9.09971064e-01  9.00289194e-02]
 [ 6.56569973e-01  3.43429998e-01]
 [ 5.92831237e-01  4.07168834e-01]
 [-1.84148984e-01  1.18414895e+00]
 [-4.03028897e-03  1.00403037e+00]
 [-1.06888108e-01  1.10688813e+00]
 [ 4.02940857e-01  5.97059143e-01]
 [ 3.70611065e-01  6.29388740e-01]
 [-6.64439933e-03  1.00664424e+00]
 [ 6.27031600e-01  3.72968379e-01]
 [ 4.83269091e-01  5.16730957e-01]
 [ 7.87013802e-01  2.12986226e-01]
 [ 2.35403204e-01  7.64596733e-01]
 [ 7.07320454e-01  2.92679550e-01]
 [-9.10594560e-02  1.09105936e+00]
 [ 4.50890391e-01  5.49109602e-01]
 [ 3.58645766e-02  9.64135401e-01]
 [ 6.44221914e-01  3.55778103e-01]
 [ 5.85226414e-01  4.14773568e-01]
 [-1.16027842e-01  1.11602779e+00]
 [ 7.26130073e-01  2.73869937e-01]
 [ 7.52958007e-01  2.47041999e-01]
 [ 5.15413633e-01  4.84586527e-01]
 [ 1.96977886e-01  8.03022154e-01]
 [ 3.34349754e-01  6.65649897e-01]
 [ 2.66721054e-01  7.33278920e-01]
 [ 7.42646792e-01  2.57353241e-01]
 [ 8.50570038e-01  1.49429949e-01]
 [ 6.66049904e-01  3.33950054e-01]
 [ 6.15614041e-01  3.84385817e-01]
 [ 4.44218853e-01  5.55781168e-01]
 [ 3.09137167e-01  6.90862779e-01]
 [ 7.74043047e-01  2.25957023e-01]
