[[ 3.78993765e-01  6.21016739e-01]
 [ 1.22012596e-01  8.78012090e-01]
 [ 2.23225344e-01  7.76683532e-01]
 [ 3.64745275e-01  6.35181874e-01]
 [ 5.63608165e-01  4.36413784e-01]
 [ 8.93729353e-02  9.10606341e-01]
 [ 7.06220169e-01  2.93770301e-01]
 [-6.34668468e-02  1.06352003e+00]
 [ 3.30983633e-01  6.69004796e-01]
 [ 3.79380641e-01  6.20611641e-01]
 [ 6.47618055e-01  3.52381558e-01]
 [ 2.98567436e-01  7.01441943e-01]
 [ 1.23089706e-01  8.76907904e-01]
 [ 6.47733017e-01  3.52272628e-01]
 [ 3.41360272e-01  6.58647186e-01]
 [ 4.38713037e-01  5.61343521e-01]
 [ 7.69217504e-01  2.30773940e-01]
 [ 2.73340492e-01  7.26719705e-01]
 [ 4.28907903e-01  5.71090060e-01]
 [ 8.89497413e-01  1.10464163e-01]
 [ 5.32573403e-01  4.67422104e-01]
 [ 1.01807226e+00 -1.80785828e-02]
 [ 9.20387583e-01  7.96651734e-02]
 [ 9.66969251e-01  3.30097262e-02]
 [ 8.01985381e-01  1.97999547e-01]
 [ 4.36582208e-01  5.63445029e-01]
 [-3.47147845e-01  1.34712129e+00]
 [-1.04086062e-01  1.10411887e+00]
 [ 4.60658330e-01  5.39351646e-01]
 [-4.83213031e-02  1.04833059e+00]
 [ 2.06423664e-01  7.93600334e-01]
 [-1.41086198e-01  1.14114238e+00]
 [ 1.28179753e+00 -2.81874188e-01]
 [ 6.34545474e-01  3.65466647e-01]
 [ 1.65450100e-01  8.34519294e-01]
 [ 7.10920444e-01  2.89073190e-01]
 [-3.46514193e-02  1.03475216e+00]
 [ 8.21933434e-01  1.78057908e-01]
 [ 6.82133976e-01  3.17804438e-01]
 [ 6.13326499e-01  3.86675992e-01]
 [ 1.11288965e+00 -1.12922170e-01]
 [ 5.13529187e-02  9.48651700e-01]
 [ 5.78383958e-01  4.21591525e-01]
 [ 3.59410883e-01  6.40569180e-01]
 [ 7.62969348e-01  2.36982624e-01]
 [ 5.36611794e-01  4.63292477e-01]
 [ 1.13788679e-02  9.88539618e-01]
 [ 8.58501925e-01  1.41333428e-01]
 [ 2.90889006e-01  7.09105564e-01]
 [ 9.93031677e-01  7.01613283e-03]
 [ 7.20305809e-01  2.79715226e-01]
 [ 1.72178775e-01  8.27827689e-01]
 [ 7.84687056e-01  2.15306490e-01]
 [ 5.29563844e-01  4.70408964e-01]
 [ 5.36388077e-01  4.63602576e-01]
 [ 9.13875076e-01  8.61359664e-02]
 [ 9.12828246e-01  8.71954131e-02]
 [ 6.71150288e-01  3.28894696e-01]
 [ 4.33694321e-01  5.66290251e-01]
 [-2.23125963e-01  1.22321178e+00]
 [ 5.56073518e-01  4.43915395e-01]
 [ 4.01317482e-01  5.98714608e-01]
 [-7.03234972e-01  1.70327963e+00]
 [ 2.40848258e-01  7.59160421e-01]
 [ 9.64394454e-01  3.56226055e-02]
 [-3.40713570e-02  1.03413890e+00]
 [ 6.31953722e-01  3.68034831e-01]
 [ 7.33437227e-01  2.66549395e-01]
 [ 1.21130900e+00 -2.11342228e-01]
 [ 6.06723458e-01  3.93293120e-01]
 [ 9.39060140e-01  6.09245605e-02]
 [ 5.15576025e-01  4.84411121e-01]
 [ 5.48060101e-01  4.52014763e-01]
 [ 5.91798607e-01  4.08164485e-01]
 [ 1.66983994e-01  8.33046907e-01]
 [-1.73606404e-01  1.17367497e+00]
