[[ 5.20004337e-01  4.79995668e-01]
 [ 8.01453475e-01  1.98546536e-01]
 [-6.13200665e-03  1.00613201e+00]
 [ 6.94966002e-01  3.05034003e-01]
 [ 6.78112938e-01  3.21887067e-01]
 [ 7.14633314e-01  2.85366686e-01]
 [ 6.17394929e-02  9.38260509e-01]
 [-5.99253506e-02  1.05992535e+00]
 [ 8.41208992e-02  9.15879092e-01]
 [ 8.76305034e-01  1.23694952e-01]
 [ 8.83400632e-01  1.16599367e-01]
 [-7.34571351e-02  1.07345713e+00]
 [ 6.09912175e-01  3.90087833e-01]
 [ 8.24422726e-01  1.75577272e-01]
 [ 8.79234962e-01  1.20765039e-01]
 [ 4.88840928e-03  9.95111594e-01]
 [ 3.94953759e-01  6.05046252e-01]
 [ 1.43809840e-01  8.56190163e-01]
 [-4.53517993e-02  1.04535180e+00]
 [ 5.94259271e-01  4.05740735e-01]
 [ 8.37187441e-02  9.16281254e-01]
 [-4.15526846e-01  1.41552685e+00]
 [ 3.32767038e-01  6.67232965e-01]
 [ 1.40886407e-01  8.59113586e-01]
 [ 1.45062963e-02  9.85493707e-01]
 [ 6.73508565e-01  3.26491439e-01]
 [ 3.59064826e-01  6.40935183e-01]
 [ 1.02705235e+00 -2.70523492e-02]
 [ 3.95163077e-01  6.04836926e-01]
 [ 4.65396256e-01  5.34603744e-01]
 [ 6.62625234e-01  3.37374762e-01]
 [ 8.75589146e-01  1.24410851e-01]
 [ 6.23267489e-01  3.76732506e-01]
 [ 5.88799570e-01  4.11200434e-01]
 [ 6.44145824e-01  3.55854183e-01]
 [ 1.86516948e-01  8.13483052e-01]
 [ 1.77352121e-01  8.22647881e-01]
 [ 6.69793395e-01  3.30206618e-01]
 [ 8.42391268e-01  1.57608738e-01]
 [ 1.01948105e+00 -1.94810487e-02]
 [ 1.49271990e-01  8.50728007e-01]
 [ 8.96824966e-03  9.91031747e-01]
 [ 4.68163347e-01  5.31836661e-01]
 [ 3.93694546e-03  9.96063062e-01]
 [ 2.47555982e-01  7.52444023e-01]
 [ 5.64632964e-01  4.35367048e-01]
 [ 6.50392806e-01  3.49607182e-01]
 [ 1.30224635e-01  8.69775364e-01]
 [ 7.23150007e-01  2.76850002e-01]
 [ 1.57876953e-01  8.42123049e-01]
 [ 5.97353970e-01  4.02646034e-01]
 [ 1.81726777e-01  8.18273224e-01]
 [ 3.57279802e-01  6.42720196e-01]
 [ 1.00645060e+00 -6.45060162e-03]
 [ 8.61464327e-01  1.38535683e-01]
 [ 9.99978045e-02  9.00002198e-01]
 [ 6.29403724e-01  3.70596275e-01]
 [ 7.08616404e-01  2.91383604e-01]
 [ 9.43184998e-01  5.68150082e-02]
 [-8.79222807e-03  1.00879222e+00]
 [ 7.09144971e-02  9.29085506e-01]
 [ 4.82921895e-01  5.17078110e-01]
 [ 3.27767340e-01  6.72232661e-01]
 [-2.56861116e-01  1.25686114e+00]
 [ 1.02339610e+00 -2.33961043e-02]
 [ 1.38662341e-01  8.61337662e-01]
 [ 8.32074792e-01  1.67925216e-01]
 [ 2.44578464e-01  7.55421543e-01]
 [ 3.85454838e-01  6.14545170e-01]
 [ 6.19508755e-01  3.80491246e-01]
 [ 7.59679723e-01  2.40320281e-01]
 [ 7.85160003e-01  2.14839989e-01]
 [ 9.90025325e-01  9.97468247e-03]
 [ 1.12036790e-01  8.87963222e-01]
 [ 6.72617969e-01  3.27382023e-01]
 [ 9.18027862e-01  8.19721501e-02]
 [ 2.40152815e-01  7.59847187e-01]
 [ 8.83543993e-01  1.16456005e-01]
 [ 5.02485825e-01  4.97514180e-01]
 [ 5.64721848e-01  4.35278153e-01]
 [ 6.26490033e-01  3.73509968e-01]
 [ 6.89518974e-01  3.10481027e-01]
 [ 3.76547716e-01  6.23452290e-01]
 [ 5.73937838e-01  4.26062153e-01]
 [ 6.11528867e-01  3.88471139e-01]
 [ 7.13425612e-01  2.86574390e-01]
 [ 8.19690264e-01  1.80309742e-01]
 [ 5.14641350e-01  4.85358656e-01]
 [ 6.55370968e-01  3.44629028e-01]
 [ 5.67338855e-01  4.32661151e-01]
