[[ 9.92960586e-01  7.05130358e-03]
 [ 4.87689209e-01  5.12307719e-01]
 [ 7.07212466e-01  2.92785374e-01]
 [ 7.16461840e-01  2.83547321e-01]
 [ 5.18303207e-01  4.81696326e-01]
 [ 4.27743574e-01  5.72246870e-01]
 [ 5.84701966e-01  4.15318698e-01]
 [ 7.32210667e-01  2.67797736e-01]
 [ 4.03087769e-01  5.96911360e-01]
 [ 2.97829813e-01  7.02166131e-01]
 [ 1.11013869e+00 -1.10142965e-01]
 [ 6.09538886e-01  3.90440916e-01]
 [ 1.27671763e-01  8.72315341e-01]
 [ 1.63730031e-02  9.83615069e-01]
 [ 5.89157257e-01  4.10827767e-01]
 [ 3.84977539e-01  6.15035243e-01]
 [ 1.00194337e-02  9.89979365e-01]
 [ 5.00074479e-01  4.99919979e-01]
 [ 4.85781992e-01  5.14215157e-01]
 [ 1.28439477e-01  8.71562451e-01]
 [ 9.44881802e-01  5.51239600e-02]
 [ 2.77539537e-01  7.22476456e-01]
 [ 4.68143650e-02  9.53191792e-01]
 [ 7.11343348e-01  2.88662421e-01]
 [ 6.09590979e-01  3.90443212e-01]
 [-3.30877272e-01  1.33088119e+00]
 [ 7.80817176e-01  2.19188816e-01]
 [ 2.72134675e-03  9.97291937e-01]
 [ 9.45002221e-01  5.50014411e-02]
 [-8.20525348e-02  1.08205227e+00]
 [ 6.74428350e-01  3.25573452e-01]
 [ 1.25203977e-01  8.74785513e-01]
 [ 6.78530689e-02  9.32143540e-01]
 [ 5.73747509e-01  4.26254010e-01]
 [ 6.62833854e-01  3.37177095e-01]
 [ 7.60570832e-01  2.39406510e-01]
 [ 7.39012309e-01  2.60992195e-01]
 [ 9.88402299e-02  9.01168028e-01]
 [ 6.27363662e-01  3.72636616e-01]
 [ 2.97481363e-02  9.70217988e-01]
 [ 4.90161381e-01  5.09827501e-01]
 [ 7.68929704e-01  2.31060783e-01]
 [ 1.13440146e-03  9.98845427e-01]
 [ 3.18943828e-01  6.81049167e-01]
 [ 9.16796584e-01  8.32061335e-02]
 [ 3.40753712e-01  6.59246495e-01]
 [ 1.67744879e-01  8.32258814e-01]
 [ 7.98958074e-01  2.01058436e-01]
 [ 2.09248317e-01  7.90738933e-01]
 [ 7.86491936e-01  2.13511709e-01]
 [ 6.21768254e-01  3.78226165e-01]
 [ 6.84617835e-01  3.15391245e-01]
 [ 6.68180127e-01  3.31811974e-01]
 [ 8.97625145e-01  1.02369605e-01]
 [ 2.96919674e-01  7.03076395e-01]
 [ 7.72127301e-02  9.22797406e-01]
 [ 7.79514732e-02  9.22049560e-01]
 [ 8.73588144e-01  1.26410498e-01]
 [-2.40914903e-01  1.24092087e+00]
 [ 3.50895116e-02  9.64905256e-01]
 [ 5.61354600e-01  4.38641381e-01]
 [ 7.84768171e-01  2.15229212e-01]
 [ 9.26441061e-01  7.35539384e-02]
 [ 8.68154372e-01  1.31839779e-01]
 [ 2.18859876e-01  7.81126316e-01]
 [ 2.70549251e-01  7.29445585e-01]
 [ 6.68016262e-01  3.31978297e-01]
 [ 5.74087243e-01  4.25919302e-01]
 [ 3.77117717e-01  6.22871322e-01]
 [ 6.72908285e-01  3.27116803e-01]
 [ 4.16385282e-01  5.83621625e-01]
 [ 6.32899692e-01  3.67087315e-01]
 [ 5.82973550e-01  4.17016955e-01]
 [ 3.19548443e-01  6.80438421e-01]
 [ 2.68370354e-01  7.31660192e-01]
 [ 4.62439161e-01  5.37568986e-01]
 [ 6.03895340e-01  3.96096590e-01]
 [ 7.44931903e-01  2.55062257e-01]
 [ 7.89136964e-01  2.10873249e-01]
 [ 5.96713573e-02  9.40346490e-01]
 [-2.93847366e-02  1.02940570e+00]
 [ 6.58100745e-01  3.41912847e-01]
 [ 5.77809744e-01  4.22190339e-01]
 [-1.35048921e-02  1.01351594e+00]
 [-1.46517373e-01  1.14652993e+00]
 [ 6.42202256e-01  3.57801027e-01]
 [ 2.43407925e-01  7.56597038e-01]
 [ 5.54076201e-01  4.45925828e-01]
 [ 2.49737902e-02  9.75025875e-01]
 [ 5.48989023e-01  4.51018322e-01]
 [ 8.61155883e-01  1.38830275e-01]
 [-2.78937059e-01  1.27895422e+00]
 [ 6.70453354e-01  3.29543196e-01]
 [ 9.04104364e-01  9.58798998e-02]
 [-1.10230270e-01  1.11024636e+00]
 [ 1.00837679e+00 -8.37114274e-03]
 [ 7.19674572e-01  2.80328634e-01]
 [ 9.24472056e-01  7.55414582e-02]
 [ 6.72859689e-01  3.27137707e-01]
 [ 1.82248004e-01  8.17769867e-01]
 [ 3.77708644e-01  6.22284273e-01]
 [ 4.37336318e-01  5.62664526e-01]
 [ 3.11934741e-01  6.88067105e-01]
 [ 9.87247448e-01  1.27605600e-02]
 [ 2.10716414e-01  7.89282855e-01]
 [ 5.78946680e-01  4.21053244e-01]
 [ 1.03993150e-03  9.98959034e-01]
 [ 6.11574876e-01  3.88477368e-01]
 [ 4.05804920e-01  5.94198499e-01]
 [ 4.74864095e-01  5.25140006e-01]
 [ 7.88441807e-01  2.11551106e-01]
 [ 7.02038583e-01  2.97959491e-01]
 [ 1.11798513e+00 -1.18012059e-01]
 [ 7.36102696e-02  9.26353433e-01]
 [ 3.48354878e-01  6.51641905e-01]
 [ 6.62357029e-01  3.37645449e-01]
 [ 5.11809555e-01  4.88192164e-01]
 [ 5.53423258e-01  4.46553510e-01]
 [ 5.73677260e-01  4.26324203e-01]
 [ 5.16484743e-01  4.83532498e-01]
 [ 6.56009449e-01  3.43991641e-01]
 [ 6.13187990e-01  3.86822051e-01]
 [-4.49262317e-02  1.04490208e+00]
 [ 9.66259839e-01  3.37402100e-02]
 [ 7.00039077e-02  9.29991066e-01]
 [ 1.00882111e+00 -8.82207351e-03]
 [ 7.09736644e-01  2.90244376e-01]
 [ 2.32690758e-01  7.67291785e-01]
 [ 6.69961483e-02  9.32992687e-01]
 [-9.43193946e-02  1.09431427e+00]
 [ 3.77933747e-01  6.22066216e-01]
 [ 5.48696811e-01  4.51308361e-01]
 [ 8.44836990e-01  1.55163406e-01]
 [ 3.29051292e-01  6.70948901e-01]
 [ 5.23327586e-01  4.76677083e-01]
 [ 8.38153159e-01  1.61841132e-01]
 [ 4.54020169e-01  5.45980899e-01]
 [ 4.10320691e-01  5.89689767e-01]
 [ 6.71263779e-01  3.28729555e-01]
 [ 7.88239164e-01  2.11757732e-01]
 [ 2.31107202e-01  7.68890278e-01]
 [ 4.65983174e-01  5.34004773e-01]
 [ 8.32565083e-01  1.67438572e-01]
 [ 5.28583156e-01  4.71412238e-01]
 [ 8.12302895e-01  1.87681016e-01]
 [ 9.93760720e-02  9.00621300e-01]
 [ 6.61905988e-01  3.38100948e-01]
 [ 4.28734972e-01  5.71266685e-01]
 [ 4.16012045e-01  5.83990707e-01]
 [-2.49767340e-01  1.24976147e+00]
 [ 5.36810811e-01  4.63194282e-01]
 [ 8.54882603e-01  1.45113066e-01]
 [ 2.63093113e-01  7.36919270e-01]
 [ 4.48263233e-01  5.51740812e-01]
 [ 3.58903724e-01  6.41090792e-01]
 [ 1.85978018e-01  8.14010418e-01]
 [ 2.43440118e-03  9.97566292e-01]
 [ 3.75497450e-01  6.24495244e-01]
 [ 5.97504016e-01  4.02498395e-01]
 [ 5.13962048e-01  4.86022408e-01]
 [ 7.05453001e-01  2.94549553e-01]
 [ 6.66157048e-01  3.33843553e-01]
 [-1.79257284e-01  1.17919668e+00]
 [ 9.19083361e-01  8.09120117e-02]
 [ 4.68448451e-01  5.31551611e-01]
 [ 6.13011060e-01  3.86989902e-01]
 [ 2.69249781e-01  7.30761261e-01]
 [ 7.58441442e-01  2.41565780e-01]
 [ 9.37761419e-01  6.22539105e-02]
 [ 6.29353457e-01  3.70648331e-01]
 [ 5.97748743e-01  4.02249462e-01]
 [ 2.96919674e-01  7.03076395e-01]
 [ 6.56581963e-01  3.43415493e-01]
 [ 8.93766205e-01  1.06216774e-01]
 [ 3.60105388e-01  6.39886484e-01]
 [ 7.56203564e-01  2.43788115e-01]
 [ 1.09461527e-01  8.90543462e-01]
 [ 9.34564586e-01  6.54241548e-02]
 [ 6.93681560e-02  9.30637359e-01]
 [ 5.26274923e-01  4.73722280e-01]
 [-1.35387958e-01  1.13538342e+00]
 [ 6.77085998e-01  3.22915984e-01]
 [-5.46542283e-02  1.05465899e+00]
 [ 8.00397769e-01  1.99611308e-01]
 [ 2.35349493e-01  7.64653376e-01]
 [-5.61273349e-02  1.05613872e+00]
 [ 2.37867688e-01  7.62133580e-01]
 [ 7.40483977e-01  2.59506291e-01]
 [-1.44775776e-01  1.14476027e+00]
 [-2.50100167e-01  1.25011750e+00]
 [ 3.99491254e-02  9.60049566e-01]
 [-6.13677675e-01  1.61369354e+00]
 [ 8.26055114e-01  1.73941352e-01]
 [ 8.03245587e-01  1.96753743e-01]
 [ 7.43875002e-01  2.56119410e-01]
 [ 1.03426871e+00 -3.42653689e-02]
 [-9.94322386e-02  1.09942761e+00]
 [ 5.17539810e-01  4.82466080e-01]
 [ 7.26428409e-01  2.73578611e-01]
 [ 6.17069658e-01  3.82925806e-01]
 [ 5.43394268e-01  4.56605490e-01]
 [ 8.41873329e-01  1.58112066e-01]
 [ 2.25435423e-01  7.74551254e-01]
 [ 3.34899202e-01  6.65090084e-01]
 [ 4.86829093e-01  5.13171028e-01]
 [ 2.24607116e-01  7.75406122e-01]
 [ 6.17391552e-01  3.82610195e-01]
 [ 6.08869358e-01  3.91130543e-01]
 [-8.31754474e-03  1.00833091e+00]
