[[ 1.00061090e+00 -6.14453309e-04]
 [ 6.17522466e-01  3.82476871e-01]
 [ 4.42683606e-01  5.57316041e-01]
 [ 5.44047125e-01  4.55956125e-01]
 [ 4.22781452e-01  5.77218951e-01]
 [ 4.48116194e-01  5.51885295e-01]
 [ 1.90216068e-01  8.09784533e-01]
 [ 1.11050111e+00 -1.10498927e-01]
 [ 4.15012950e-01  5.84988762e-01]
 [ 2.23864611e-01  7.76139484e-01]
 [ 1.25233226e+00 -2.52330962e-01]
 [ 3.30330222e-01  6.69672726e-01]
 [ 2.91248071e-01  7.08753591e-01]
 [-7.77204588e-02  1.07771784e+00]
 [ 8.66770196e-01  1.33237004e-01]
 [ 3.42103955e-01  6.57894363e-01]
 [-3.39908949e-03  1.00339904e+00]
 [ 4.09529471e-01  5.90477322e-01]
 [ 4.74875344e-01  5.25123669e-01]
 [-1.04654442e-01  1.10465355e+00]
 [ 9.99031390e-01  9.69815872e-04]
 [ 2.32943875e-01  7.67050961e-01]
 [ 1.47183038e-01  8.52813173e-01]
 [ 6.92356779e-01  3.07644654e-01]
 [ 2.69040012e-01  7.30955771e-01]
 [ 8.78985741e-02  9.12105991e-01]
 [ 6.45324042e-01  3.54673264e-01]
 [ 5.93192581e-03  9.94068613e-01]
 [ 8.88205298e-01  1.11798275e-01]
 [-1.95777525e-01  1.19577525e+00]
 [ 7.15975914e-01  2.84023566e-01]
 [ 1.46098339e-01  8.53902828e-01]
 [-7.62854860e-02  1.07628201e+00]
 [ 7.27810797e-01  2.72195440e-01]
 [ 7.38799927e-01  2.61199784e-01]
 [ 9.63136350e-01  3.68658337e-02]
 [ 6.94383416e-01  3.05619893e-01]
 [ 1.03212465e-02  9.89673008e-01]
 [ 5.59553948e-01  4.40447135e-01]
 [-1.13200609e-01  1.11319821e+00]
 [ 3.05068541e-01  6.94929146e-01]
 [ 8.40527178e-01  1.59476727e-01]
 [-1.02817521e-01  1.10281977e+00]
 [ 2.79198471e-01  7.20800646e-01]
 [ 8.54482925e-01  1.45515782e-01]
 [ 3.58672288e-01  6.41329607e-01]
 [ 1.48758406e-01  8.51237509e-01]
 [ 8.20249065e-01  1.79749349e-01]
 [-1.41689724e-01  1.14169443e+00]
 [ 7.83239151e-01  2.16761997e-01]
 [ 6.34721819e-01  3.65271671e-01]
 [ 5.65371040e-01  4.34632068e-01]
 [ 6.84667872e-01  3.15333477e-01]
 [ 9.20037059e-01  7.99613666e-02]
 [ 2.71928015e-01  7.28069779e-01]
 [ 4.61548565e-02  9.53845865e-01]
 [ 1.45986179e-01  8.54011178e-01]
 [ 8.48993591e-01  1.51000329e-01]
 [-1.90537249e-03  1.00191073e+00]
 [ 3.99014878e-02  9.60096049e-01]
 [ 4.45504604e-01  5.54497147e-01]
 [ 7.62948437e-01  2.37053336e-01]
 [ 8.32815205e-01  1.67185563e-01]
 [ 8.86464361e-01  1.13537707e-01]
 [-1.66844751e-02  1.01668314e+00]
 [ 2.04312230e-01  7.95691462e-01]
 [ 7.43004241e-01  2.56995033e-01]
 [ 6.25270441e-01  3.74726933e-01]
 [ 3.93368472e-01  6.06626130e-01]
 [ 7.48970461e-01  2.51031840e-01]
 [ 2.75218518e-01  7.24779685e-01]
 [ 7.12619028e-01  2.87381318e-01]
 [ 4.59699870e-01  5.40293964e-01]
 [ 2.33522087e-01  7.66465766e-01]
 [ 3.69844742e-01  6.30148239e-01]
 [ 4.95980135e-01  5.04022501e-01]
 [ 6.17665955e-01  3.82342320e-01]
 [ 8.46337851e-01  1.53661901e-01]
 [ 5.29561068e-01  4.70434955e-01]
 [ 3.13319163e-02  9.68666790e-01]
 [ 2.67342972e-02  9.73272726e-01]
 [ 7.95783379e-01  2.04217095e-01]
 [ 4.96971383e-01  5.03027060e-01]
 [-1.18621297e-01  1.11862087e+00]
 [-9.42137000e-02  1.09421759e+00]
 [ 6.80702646e-01  3.19296772e-01]
 [ 1.00548226e-01  8.99452909e-01]
 [ 5.39734036e-01  4.60266960e-01]
 [ 5.77156560e-02  9.42283167e-01]
 [ 5.98769231e-01  4.01231263e-01]
 [ 5.88955943e-01  4.11046441e-01]
 [-1.74092973e-01  1.17409155e+00]
 [ 7.15730459e-01  2.84268279e-01]
 [ 9.23814121e-01  7.61856497e-02]
 [-2.87044147e-02  1.02871118e+00]
 [ 8.47277421e-01  1.52730830e-01]
 [ 4.78706506e-01  5.21298537e-01]
 [ 9.07589653e-01  9.24159243e-02]
 [ 7.08146912e-01  2.91853467e-01]
 [ 2.26606114e-01  7.73395722e-01]
 [ 3.82748071e-01  6.17253162e-01]
 [ 4.15203421e-01  5.84800265e-01]
 [ 2.43995258e-01  7.56003305e-01]
 [ 1.02538662e+00 -2.53896756e-02]
 [ 3.57478620e-01  6.42520619e-01]
 [ 6.17649153e-01  3.82352744e-01]
 [ 1.31876755e-04  9.99868075e-01]
 [ 9.93061545e-01  6.93034410e-03]
 [ 4.21903788e-01  5.78098042e-01]
 [ 4.64974064e-01  5.35025696e-01]
 [ 9.41412145e-01  5.85877710e-02]
 [ 6.32972566e-01  3.67029402e-01]
 [ 9.44415073e-01  5.55897314e-02]
 [ 9.52117704e-02  9.04788804e-01]
 [ 3.25395510e-01  6.74602611e-01]
 [ 6.41305276e-01  3.58697688e-01]
 [ 4.67836771e-01  5.32162741e-01]
 [ 7.28459515e-01  2.71539547e-01]
 [ 4.61434091e-01  5.38566471e-01]
 [ 6.73965708e-01  3.26033207e-01]
 [ 7.71617620e-01  2.28382230e-01]
 [ 5.85658779e-01  4.14340483e-01]
 [-1.66910227e-01  1.16691381e+00]
 [ 1.09362258e+00 -9.36220085e-02]
 [ 1.42200277e-01  8.57794466e-01]
 [ 1.00190494e+00 -1.90493346e-03]
 [ 6.26719112e-01  3.73274298e-01]
 [ 3.80385595e-01  6.19612352e-01]
 [ 2.23335787e-02  9.77662892e-01]
 [ 5.99661086e-02  9.40033139e-01]
 [ 4.54561434e-01  5.45440326e-01]
 [ 7.02733349e-01  2.97261553e-01]
 [ 7.80169394e-01  2.19834899e-01]
 [ 3.57717698e-01  6.42280953e-01]
 [ 3.68172063e-01  6.31826716e-01]
 [ 8.24387626e-01  1.75610248e-01]
 [ 4.17833858e-01  5.82167594e-01]
 [ 4.52472059e-01  5.47525306e-01]
 [ 7.52806896e-01  2.47192320e-01]
 [ 9.87438368e-01  1.25617004e-02]
 [ 9.19826581e-02  9.08016709e-01]
 [ 9.88618992e-02  9.01137028e-01]
 [ 8.37652887e-01  1.62349562e-01]
 [ 6.58821538e-01  3.41180725e-01]
 [ 8.91463891e-01  1.08540568e-01]
 [ 3.04347963e-02  9.69564264e-01]
 [ 7.81632340e-01  2.18369473e-01]
 [ 4.44924528e-01  5.55074113e-01]
 [ 3.63679224e-01  6.36321408e-01]
 [-1.35999887e-01  1.13599230e+00]
 [ 5.43467771e-01  4.56527880e-01]
 [ 8.72617466e-01  1.27382928e-01]
 [ 4.65145910e-01  5.34858159e-01]
 [ 4.15614095e-01  5.84387798e-01]
 [ 4.24032876e-01  5.75970833e-01]
 [ 1.46840103e-01  8.53161083e-01]
 [-9.58851776e-04  1.00095907e+00]
 [ 3.25339059e-01  6.74661397e-01]
 [ 6.04977630e-01  3.95024153e-01]
 [ 2.98124958e-01  7.01868699e-01]
 [ 7.75152697e-01  2.24846126e-01]
 [ 7.43027988e-01  2.56975116e-01]
 [-5.90685431e-02  1.05906872e+00]
 [ 9.67876783e-01  3.21320038e-02]
 [ 6.68591920e-01  3.31403869e-01]
 [ 7.18373013e-01  2.81623221e-01]
 [ 2.32425969e-02  9.76757807e-01]
 [ 6.98664269e-01  3.01336871e-01]
 [ 8.07193659e-01  1.92803168e-01]
 [ 7.36791992e-01  2.63199153e-01]
 [ 6.67566724e-01  3.32433169e-01]
 [ 2.71928015e-01  7.28069779e-01]
 [ 7.37006323e-01  2.62996479e-01]
 [ 9.78966651e-01  2.10386249e-02]
 [ 9.05312550e-01  9.46857421e-02]
 [ 6.56980862e-01  3.43018895e-01]
 [ 1.68473341e-01  8.31528069e-01]
 [ 8.58595492e-01  1.41411423e-01]
 [ 1.22938288e-01  8.77064876e-01]
 [ 1.80623269e-01  8.19384939e-01]
 [-1.14343822e-01  1.11434436e+00]
 [ 6.68040279e-01  3.31958153e-01]
 [ 5.72661298e-03  9.94273785e-01]
 [ 8.52598408e-01  1.47403964e-01]
 [ 1.48945822e-01  8.51053014e-01]
 [-3.08315216e-01  1.30832411e+00]
 [ 1.36725378e-01  8.63281055e-01]
 [ 8.03285660e-01  1.96714328e-01]
 [ 5.19661174e-02  9.48030772e-01]
 [-1.55325189e-01  1.15531671e+00]
 [-3.35950647e-02  1.03359542e+00]
 [-1.76174327e-01  1.17617560e+00]
 [ 8.07901387e-01  1.92099158e-01]
 [ 9.14952703e-01  8.50499683e-02]
 [ 7.28032328e-01  2.71965558e-01]
 [ 1.05510543e+00 -5.51046721e-02]
 [ 1.12772254e-01  8.87225205e-01]
 [ 4.89722081e-01  5.10276430e-01]
 [ 1.07464391e+00 -7.46478336e-02]
 [ 6.14616041e-01  3.85382458e-01]
 [ 5.36815886e-01  4.63187643e-01]
 [ 9.79662161e-01  2.03394616e-02]
 [-4.02453351e-02  1.04024622e+00]
 [ 3.67327313e-01  6.32680779e-01]
 [ 5.54451197e-01  4.45549596e-01]
 [ 2.35633240e-01  7.64367865e-01]
 [ 6.06176846e-01  3.93822826e-01]
 [ 4.94149987e-01  5.05851181e-01]
 [ 1.89715224e-01  8.10288946e-01]
 [ 9.30073660e-01  6.99298415e-02]
 [ 8.61638015e-01  1.38361787e-01]
 [-6.09828822e-02  1.06098358e+00]
 [ 1.80099849e-01  8.19895468e-01]
 [ 7.08476697e-02  9.29148662e-01]
 [ 9.44904044e-01  5.50929335e-02]
 [ 9.25549210e-01  7.44521584e-02]
 [-9.32441157e-02  1.09324543e+00]
 [ 4.75956992e-01  5.24054379e-01]
 [ 7.66112642e-01  2.33890174e-01]
 [ 1.14864884e+00 -1.48657149e-01]
 [ 6.81950188e-01  3.18047367e-01]
 [ 7.63938799e-01  2.36053335e-01]
 [ 8.93915229e-01  1.06080913e-01]
 [-2.17305449e-02  1.02173090e+00]
 [ 2.98507143e-01  7.01488953e-01]
 [ 1.01762768e+00 -1.76280353e-02]
 [-2.34197651e-02  1.02341483e+00]
 [ 5.07433769e-01  4.92561950e-01]
 [ 6.55160826e-01  3.44839147e-01]
 [ 9.47583823e-03  9.90534107e-01]
 [ 6.97121107e-01  3.02877314e-01]
 [ 7.10028743e-01  2.89972011e-01]
 [-9.76201078e-02  1.09762933e+00]
 [ 8.55881614e-01  1.44115872e-01]
 [-1.97840538e-02  1.01978399e+00]
 [ 1.37014247e+00 -3.70152199e-01]
 [ 2.57783261e-01  7.42215460e-01]
 [ 1.31940577e-01  8.68053403e-01]
 [ 6.33577333e-01  3.66426042e-01]
 [ 5.02262200e-01  4.97744003e-01]
 [ 1.01331167e+00 -1.33148978e-02]
 [ 8.49723903e-01  1.50277365e-01]
 [-2.08446858e-02  1.02084630e+00]
 [ 6.50814160e-01  3.49182476e-01]
 [ 6.26635057e-02  9.37331354e-01]
 [ 8.04579161e-01  1.95423812e-01]
 [ 6.90153664e-01  3.09847081e-01]
 [ 4.02086470e-01  5.97923427e-01]
 [ 3.37031544e-01  6.62970422e-01]
 [ 6.81259042e-01  3.18740982e-01]
 [ 3.35772226e-01  6.64230161e-01]
 [ 9.70028213e-01  2.99698954e-02]
 [ 3.17884765e-01  6.82105569e-01]
 [ 7.37626202e-01  2.62374164e-01]
 [ 5.57137070e-01  4.42868332e-01]
 [-5.22194444e-02  1.05222012e+00]
 [ 4.08959008e-01  5.91039463e-01]
 [ 1.03454251e+00 -3.45370821e-02]
 [ 8.08992820e-01  1.91008177e-01]
 [ 5.44660456e-01  4.55341200e-01]
 [ 9.95902122e-01  4.10251861e-03]
 [ 5.06464703e-01  4.93536444e-01]
 [ 9.08633495e-01  9.13671472e-02]
 [ 3.82549511e-01  6.17453511e-01]
 [ 6.66808335e-01  3.33193827e-01]
 [ 4.32267564e-01  5.67731394e-01]
 [ 3.44269076e-01  6.55731307e-01]
 [ 5.79497854e-01  4.20500934e-01]
 [ 9.41963399e-01  5.80375510e-02]
 [ 5.20921452e-01  4.79077388e-01]
 [ 4.08502568e-01  5.91493956e-01]
 [ 2.46679642e-01  7.53314018e-01]
 [ 8.39348966e-01  1.60654772e-01]
 [ 1.14370952e+00 -1.43706439e-01]
 [ 5.13501121e-01  4.86498907e-01]
 [ 2.08064440e-01  7.91936780e-01]
 [ 1.29145282e-01  8.70847931e-01]
 [-1.12661495e-01  1.11265886e+00]
 [-2.18580849e-02  1.02185247e+00]
 [-1.46826832e-02  1.01468811e+00]
 [-2.78262897e-04  1.00028222e+00]
 [ 7.65862229e-01  2.34133529e-01]
 [ 1.97638257e-02  9.80238627e-01]
 [ 2.12296164e-01  7.87700538e-01]
 [ 6.22553134e-01  3.77445677e-01]
 [ 8.56980756e-01  1.43014848e-01]
 [ 7.04724078e-01  2.95281083e-01]
 [-8.32559887e-02  1.08326231e+00]
 [-1.41417739e-01  1.14141751e+00]
 [ 2.16828607e-01  7.83173772e-01]
 [ 1.49742900e-01  8.50251758e-01]
 [ 2.29909104e-01  7.70092997e-01]
 [ 7.27098998e-01  2.72899823e-01]
 [ 6.48828498e-01  3.51172662e-01]
 [ 1.55176034e-01  8.44821175e-01]
 [ 9.40960046e-01  5.90372099e-02]
 [ 8.73664131e-01  1.26338149e-01]
 [ 4.06720060e-01  5.93277285e-01]
 [ 8.07518637e-01  1.92486164e-01]
 [ 6.25505380e-01  3.74497684e-01]
 [ 7.06587278e-01  2.93413980e-01]
 [ 1.66373062e-01  8.33622608e-01]
 [ 5.17065439e-01  4.82937156e-01]
 [ 8.10020063e-01  1.89979056e-01]
 [ 7.28842654e-01  2.71157724e-01]
 [ 5.31216498e-01  4.68781760e-01]
