[[ 4.70583677e-01  5.29416114e-01]
 [ 4.44264114e-01  5.55735722e-01]
 [ 8.73405769e-01  1.26594067e-01]
 [ 1.27318650e-01  8.72681141e-01]
 [ 6.64521724e-01  3.35478052e-01]
 [ 1.06777358e+00 -6.77736849e-02]
 [ 1.01754291e+00 -1.75430328e-02]
 [ 7.36191124e-01  2.63808623e-01]
 [-5.45719117e-02  1.05457188e+00]
 [ 6.66161761e-01  3.33837956e-01]
 [ 6.77202210e-01  3.22797611e-01]
 [ 9.40770537e-01  5.92293441e-02]
 [ 9.93221402e-02  9.00677621e-01]
 [ 6.56651750e-01  3.43348011e-01]
 [ 7.67986283e-01  2.32013479e-01]
 [ 7.34188542e-01  2.65811101e-01]
 [ 1.13085002e-01  8.86914685e-01]
 [-3.87260318e-03  1.00387239e+00]
 [ 5.76326206e-01  4.23673660e-01]
 [ 1.69790998e-01  8.30208808e-01]
 [ 6.24437273e-01  3.75562325e-01]
 [ 6.93747789e-01  3.06252107e-01]
 [ 6.05631992e-01  3.94367903e-01]
 [-8.48434269e-02  1.08484341e+00]
 [-1.42501399e-01  1.14250115e+00]
 [ 5.40878117e-01  4.59121704e-01]
 [ 8.57332394e-01  1.42667428e-01]
 [ 1.81694865e-01  8.18304956e-01]
 [ 3.18312258e-01  6.81687653e-01]
 [ 6.93166852e-01  3.06833029e-01]
 [ 7.24506125e-01  2.75493637e-01]
 [ 5.96896946e-01  4.03102860e-01]
 [-1.49058104e-02  1.01490557e+00]
 [ 1.11291188e+00 -1.12912133e-01]
 [ 5.96001476e-01  4.03998360e-01]
 [ 8.50120783e-02  9.14987534e-01]
 [ 1.07524393e+00 -7.52441734e-02]
 [ 4.15356189e-01  5.84643677e-01]
 [-2.76149079e-01  1.27614886e+00]
 [ 3.76478091e-01  6.23521760e-01]
 [ 7.41497874e-02  9.25849989e-01]
 [ 5.52665964e-01  4.47333753e-01]
 [ 5.71383521e-01  4.28616270e-01]
 [ 1.13077156e+00 -1.30771711e-01]
 [ 6.11532807e-01  3.88466954e-01]
 [ 7.92504489e-01  2.07495332e-01]
 [ 8.84706184e-01  1.15293682e-01]
 [ 6.73318952e-01  3.26680943e-01]
 [ 3.56463671e-01  6.43536136e-01]
 [ 1.01345307e+00 -1.34533346e-02]
 [ 8.31875116e-01  1.68124706e-01]
 [ 7.45355204e-01  2.54644647e-01]
 [ 4.90158513e-01  5.09841293e-01]
 [ 9.77135301e-02  9.02286276e-01]
 [ 9.46420893e-01  5.35789132e-02]
 [ 3.06026161e-01  6.93973795e-01]
 [ 8.29610243e-01  1.70389518e-01]
 [ 4.54965696e-01  5.45034051e-01]
 [ 7.34980956e-01  2.65018940e-01]
 [-1.97446212e-01  1.19744608e+00]
 [ 1.59015000e-01  8.40984881e-01]
 [ 5.55615827e-01  4.44383934e-01]
 [ 4.38984320e-01  5.61015412e-01]
 [ 1.00001721e+00 -1.74790621e-05]
 [ 5.46228915e-01  4.53770950e-01]
 [ 4.82729763e-01  5.17270058e-01]
 [ 1.62617877e-01  8.37381855e-01]
 [ 6.89232215e-01  3.10767755e-01]
 [-3.71338055e-01  1.37133780e+00]
 [ 3.49083319e-01  6.50916547e-01]
 [ 7.59766236e-01  2.40233585e-01]
 [ 1.96304873e-01  8.03695083e-01]
 [ 8.66952986e-02  9.13304538e-01]
