[[ 5.70569551e-01  4.29430437e-01]
 [ 5.02080950e-01  4.97919049e-01]
 [ 5.29276112e-01  4.70723889e-01]
 [ 3.77300028e-01  6.22699989e-01]
 [ 6.05101215e-01  3.94898777e-01]
 [ 7.39597976e-01  2.60402017e-01]
 [ 6.13611508e-01  3.86388490e-01]
 [ 3.97718634e-01  6.02281359e-01]
 [-6.59341533e-01  1.65934154e+00]
 [ 5.60709630e-01  4.39290373e-01]
 [ 7.87942188e-01  2.12057812e-01]
 [-2.68246444e-02  1.02682464e+00]
 [ 5.60707463e-01  4.39292537e-01]
 [ 9.81249426e-02  9.01875053e-01]
 [ 1.70190686e-01  8.29809310e-01]
 [ 9.80782424e-01  1.92175825e-02]
 [ 6.30532967e-01  3.69467030e-01]
 [ 2.50938064e-01  7.49061928e-01]
 [ 5.59131185e-01  4.40868810e-01]
 [ 7.59023038e-01  2.40976959e-01]
 [ 4.17857355e-02  9.58214268e-01]
 [ 1.30163298e-01  8.69836702e-01]
 [ 4.35574905e-01  5.64425095e-01]
 [ 1.60893676e-01  8.39106329e-01]
 [ 5.83186934e-01  4.16813066e-01]
 [ 2.71884646e-01  7.28115343e-01]
 [ 3.74832648e-01  6.25167352e-01]
 [ 5.97413541e-01  4.02586453e-01]
 [ 5.52900522e-01  4.47099478e-01]
 [ 7.49503931e-01  2.50496067e-01]
 [ 5.15792911e-01  4.84207088e-01]
 [ 6.62529978e-01  3.37470026e-01]
 [ 6.88510525e-01  3.11489478e-01]
 [ 6.78551601e-01  3.21448399e-01]
 [ 6.63699216e-01  3.36300783e-01]
 [ 1.55143921e-01  8.44856073e-01]
 [ 3.97127391e-01  6.02872609e-01]
 [ 7.05910710e-01  2.94089295e-01]
 [ 6.45016008e-01  3.54983995e-01]
 [ 2.35786517e-01  7.64213458e-01]
 [ 7.25293997e-01  2.74706005e-01]
 [-5.35720259e-01  1.53572026e+00]
 [ 7.26695355e-01  2.73304641e-01]
 [ 7.12039736e-02  9.28796030e-01]
 [ 3.69062564e-01  6.30937431e-01]
 [ 1.03930206e-01  8.96069764e-01]
 [ 6.84458872e-01  3.15541127e-01]
 [ 4.35507751e-01  5.64492245e-01]
 [ 5.11225002e-01  4.88775001e-01]
 [ 7.71125662e-01  2.28874338e-01]
 [ 5.91228885e-01  4.08771110e-01]
 [ 5.46382133e-01  4.53617865e-01]
 [ 7.94270351e-01  2.05729651e-01]
 [ 6.97657375e-02  9.30234257e-01]
 [ 6.53473086e-01  3.46526912e-01]
 [-2.84368808e-01  1.28436881e+00]
 [ 6.09954648e-01  3.90045351e-01]
 [ 6.62084976e-01  3.37915020e-01]
 [-2.24034458e-01  1.22403446e+00]
 [ 5.10605403e-01  4.89394597e-01]
 [ 4.97395357e-01  5.02604641e-01]
 [ 2.31849003e-01  7.68150995e-01]
 [-2.10565244e-01  1.21056524e+00]
 [ 6.10680084e-01  3.89319917e-01]
 [ 5.78922165e-01  4.21077838e-01]
 [ 2.55181640e-01  7.44818344e-01]
 [ 5.85143765e-01  4.14856235e-01]
 [ 1.38112098e-01  8.61887895e-01]
 [ 1.00075906e+00 -7.59058632e-04]
 [ 4.93668161e-01  5.06331850e-01]
 [ 7.10041937e-02  9.28995816e-01]
 [ 4.74634023e-01  5.25365975e-01]
 [ 3.51441232e-03  9.96485586e-01]
 [ 9.06781399e-01  9.32185854e-02]
 [ 4.93848427e-01  5.06151575e-01]
 [ 8.56990871e-01  1.43009130e-01]
 [ 4.74538410e-01  5.25461590e-01]
 [ 8.01693244e-01  1.98306756e-01]
 [ 4.81945696e-01  5.18054306e-01]
 [-1.61975672e-01  1.16197567e+00]
 [ 7.26903125e-01  2.73096873e-01]
 [ 6.84491789e-01  3.15508217e-01]
 [ 8.57190082e-01  1.42809910e-01]
 [ 6.86099289e-01  3.13900714e-01]
 [-1.89777352e-01  1.18977735e+00]
 [ 7.43230071e-01  2.56769925e-01]
 [ 7.38411491e-01  2.61588495e-01]
 [ 6.08592915e-01  3.91407082e-01]
 [ 5.83698755e-01  4.16301250e-01]
 [ 2.33437887e-01  7.66562107e-01]
 [ 7.94356383e-01  2.05643600e-01]
 [-2.62152762e-01  1.26215275e+00]
 [ 6.58638938e-01  3.41361062e-01]
 [ 7.32730988e-01  2.67269009e-01]
 [ 9.16693973e-01  8.33060278e-02]
 [ 7.46920658e-01  2.53079341e-01]
 [ 6.44891144e-01  3.55108859e-01]
 [ 1.69683561e-01  8.30316439e-01]
 [ 5.65791346e-01  4.34208650e-01]
 [ 1.09536603e+00 -9.53660283e-02]
 [ 5.67449233e-01  4.32550760e-01]
 [ 3.53526267e-01  6.46473733e-01]
 [-2.53275899e-01  1.25327588e+00]
 [ 3.97644898e-01  6.02355108e-01]
 [ 7.21027248e-01  2.78972749e-01]
 [ 7.34277389e-01  2.65722608e-01]
 [ 1.31616206e-01  8.68383816e-01]
 [-4.33156184e-02  1.04331561e+00]
 [ 4.60540990e-01  5.39459012e-01]
 [ 5.57573810e-01  4.42426189e-01]
 [ 1.88653221e-01  8.11346781e-01]
 [ 2.09768562e-01  7.90231436e-01]
 [ 2.31255084e-01  7.68744919e-01]
 [ 7.85780445e-01  2.14219559e-01]
 [ 2.70983924e-01  7.29016071e-01]
 [ 2.92511458e-01  7.07488541e-01]
 [ 7.11433189e-01  2.88566812e-01]
 [ 2.48635506e-01  7.51364483e-01]
 [ 4.57318353e-01  5.42681643e-01]
 [ 3.03020100e-01  6.96979900e-01]
 [ 3.15466328e-01  6.84533665e-01]
 [ 4.08751294e-01  5.91248710e-01]
 [ 5.67676486e-01  4.32323512e-01]
 [ 3.30506988e-01  6.69493015e-01]
 [ 3.66649783e-01  6.33350218e-01]
 [ 1.93725812e-01  8.06274188e-01]
 [ 3.91474223e-01  6.08525780e-01]
 [ 5.80058300e-01  4.19941700e-01]
 [ 3.80668663e-01  6.19331339e-01]
 [ 8.34005356e-01  1.65994640e-01]
 [ 5.10277552e-01  4.89722448e-01]
 [ 6.18176817e-01  3.81823175e-01]
 [-1.91196130e-01  1.19119612e+00]
 [ 4.69746854e-01  5.30253138e-01]
 [ 4.35875250e-01  5.64124746e-01]
 [ 5.45938660e-01  4.54061328e-01]
 [ 2.58930350e-01  7.41069650e-01]
 [ 1.67309797e-01  8.32690189e-01]
 [ 4.24025905e-01  5.75974086e-01]
 [ 2.65733887e-01  7.34266112e-01]
 [ 7.15448119e-01  2.84551876e-01]
 [ 8.63083568e-02  9.13691647e-01]
 [ 6.91607625e-01  3.08392375e-01]
 [-2.00543942e-01  1.20054394e+00]
 [ 5.45945180e-01  4.54054819e-01]
 [ 7.06501361e-01  2.93498633e-01]
 [ 3.70131874e-01  6.29868134e-01]
 [ 1.28762359e-01  8.71237627e-01]
 [ 5.72263411e-01  4.27736588e-01]
 [ 6.86442267e-01  3.13557721e-01]
 [ 9.12227002e-01  8.77729864e-02]
 [ 5.02385499e-01  4.97614497e-01]
 [ 5.24355868e-01  4.75644133e-01]
 [ 5.25751841e-01  4.74248156e-01]
 [ 7.08165555e-01  2.91834448e-01]
 [ 8.83560047e-01  1.16439942e-01]
 [ 4.11133617e-01  5.88866381e-01]
 [ 1.20365925e-01  8.79634066e-01]
 [ 6.50721052e-01  3.49278947e-01]
 [ 4.52249104e-01  5.47750896e-01]
 [ 6.73732740e-01  3.26267263e-01]
 [ 5.89905528e-01  4.10094472e-01]
 [ 7.52906298e-01  2.47093705e-01]
 [-7.69886991e-03  1.00769887e+00]
 [ 6.47196384e-01  3.52803615e-01]
 [-1.46550556e-01  1.14655056e+00]
 [ 5.31600741e-01  4.68399260e-01]
 [ 1.71616964e-01  8.28383037e-01]
 [ 7.03958550e-01  2.96041451e-01]
 [ 3.59257871e-01  6.40742125e-01]
 [ 7.16090247e-01  2.83909750e-01]
 [ 6.28874354e-01  3.71125648e-01]
 [ 7.13689435e-01  2.86310569e-01]
 [ 6.49648344e-01  3.50351660e-01]
 [-2.86267036e-02  1.02862670e+00]
 [-3.63684231e-02  1.03636842e+00]
 [ 4.50225273e-01  5.49774725e-01]
 [ 1.70713683e-01  8.29286321e-01]
 [ 5.40975624e-01  4.59024378e-01]
 [ 8.45761758e-01  1.54238235e-01]
 [ 4.56609894e-01  5.43390111e-01]
 [ 7.70436754e-01  2.29563242e-01]
 [ 6.17708275e-01  3.82291723e-01]
 [ 8.33221808e-01  1.66778190e-01]
 [ 6.16473664e-01  3.83526336e-01]
 [-3.42031986e-02  1.03420319e+00]
 [ 9.41856977e-01  5.81430232e-02]
 [ 6.24388532e-01  3.75611466e-01]
 [ 4.37931654e-01  5.62068334e-01]
 [ 8.79724844e-01  1.20275156e-01]
 [ 5.30559146e-01  4.69440853e-01]
 [ 1.82337701e-01  8.17662299e-01]
 [ 5.85350999e-01  4.14649004e-01]
 [ 8.28840263e-01  1.71159742e-01]
 [-2.31985654e-02  1.02319856e+00]
 [ 5.77086184e-01  4.22913817e-01]
 [ 6.49451106e-01  3.50548901e-01]
 [ 5.02053680e-01  4.97946319e-01]
 [ 1.15151728e-01  8.84848279e-01]
 [ 4.70668529e-01  5.29331470e-01]
 [ 5.20997333e-01  4.79002658e-01]
 [ 5.59107725e-01  4.40892263e-01]
 [ 5.13974046e-01  4.86025951e-01]
 [ 3.27577602e-01  6.72422390e-01]
 [ 4.80285375e-01  5.19714626e-01]
 [ 4.58528522e-01  5.41471475e-01]
 [ 2.17734967e-01  7.82265034e-01]
 [ 6.58640033e-01  3.41359965e-01]
 [ 6.74537437e-01  3.25462562e-01]
 [ 4.92940527e-02  9.50705944e-01]
 [ 6.27894868e-01  3.72105131e-01]
 [ 1.18570963e-01  8.81429048e-01]
 [ 3.90523544e-01  6.09476460e-01]
 [-8.92788055e-04  1.00089279e+00]
 [ 7.55852223e-01  2.44147776e-01]
 [ 5.03778854e-01  4.96221145e-01]
 [ 4.74771457e-01  5.25228552e-01]
 [ 7.12723276e-01  2.87276728e-01]
 [ 5.78380770e-01  4.21619234e-01]
 [ 5.88269394e-01  4.11730612e-01]
 [-1.86887576e-02  1.01868875e+00]
 [ 1.63547620e-01  8.36452384e-01]
 [-2.95961313e-01  1.29596131e+00]
 [ 5.54204986e-01  4.45795011e-01]
 [ 3.38269157e-01  6.61730846e-01]
 [ 1.73376298e-01  8.26623701e-01]
