[[ 5.29192299e-01  4.70814655e-01]
 [ 6.11823539e-01  3.88184062e-01]
 [ 4.79140203e-01  5.20890841e-01]
 [ 2.31482641e-01  7.68531682e-01]
 [ 9.36928598e-01  6.30609511e-02]
 [ 8.78781428e-02  9.12009141e-01]
 [ 2.71215134e-02  9.72827076e-01]
 [ 6.28199594e-01  3.71796701e-01]
 [ 7.59349453e-01  2.40684419e-01]
 [ 6.32327120e-01  3.67760198e-01]
 [ 5.28735542e-01  4.71257799e-01]
 [ 1.34324610e-02  9.86623007e-01]
 [ 9.50276751e-02  9.05003092e-01]
 [ 4.27947510e-01  5.72080648e-01]
 [ 7.16841525e-01  2.83160453e-01]
 [ 1.10803976e+00 -1.08030917e-01]
 [ 3.54855707e-01  6.45184609e-01]
 [ 6.68139434e-01  3.31874998e-01]
 [ 1.02837380e+00 -2.83346982e-02]
 [ 8.68500013e-01  1.31468010e-01]
 [ 6.68788004e-01  3.31209986e-01]
 [ 3.19635852e-01  6.80316494e-01]
 [ 6.96342031e-01  3.03675989e-01]
 [ 6.00062899e-01  3.99939678e-01]
 [ 2.65492798e-01  7.34471329e-01]
 [ 4.96969798e-01  5.02891191e-01]
 [ 8.22025432e-01  1.77997161e-01]
 [ 1.10646609e-01  8.89360668e-01]
 [ 3.01266491e-01  6.98775652e-01]
 [ 4.74315614e-01  5.25685864e-01]
 [ 5.16413161e-01  4.83636191e-01]
 [ 5.50761429e-01  4.49237052e-01]
 [ 8.01083537e-01  1.98998518e-01]
 [ 8.96864040e-01  1.03049295e-01]
 [ 6.74169764e-02  9.32558059e-01]
 [ 6.58352755e-01  3.41643077e-01]
 [ 6.98029620e-01  3.01983219e-01]
 [ 3.14280877e-01  6.85703724e-01]
 [ 5.99458970e-01  4.00524320e-01]
 [ 8.34238806e-01  1.65793928e-01]
 [-1.42102441e-01  1.14212881e+00]
 [ 8.59645437e-01  1.40387031e-01]
 [-1.80383241e-01  1.18044031e+00]
 [ 5.21037618e-01  4.78941220e-01]
 [ 2.95450292e-01  7.04525702e-01]
 [ 7.76119030e-01  2.23877775e-01]
 [ 5.84466144e-01  4.15511564e-01]
 [ 7.88078581e-01  2.11918666e-01]
 [ 7.47199187e-01  2.52823456e-01]
 [ 4.74421992e-01  5.25553455e-01]
 [-6.45506144e-01  1.64557728e+00]
 [-9.54219461e-02  1.09542670e+00]
 [ 8.91959033e-01  1.08062083e-01]
 [ 5.74543014e-01  4.25516082e-01]
 [ 3.06778229e-01  6.93231517e-01]
 [ 1.13408226e+00 -1.34081379e-01]
 [ 3.57914864e-02  9.64235218e-01]
 [ 3.56733252e-01  6.43288231e-01]
 [ 2.56011395e-01  7.43965052e-01]
 [ 3.37759232e-01  6.62269467e-01]
 [ 3.42141787e-01  6.57886011e-01]
 [ 1.55142014e-02  9.84492145e-01]
 [ 8.98576867e-01  1.01465318e-01]
 [ 3.07181846e-01  6.92776772e-01]
 [ 8.98921179e-01  1.01100647e-01]
 [ 6.17479268e-01  3.82497509e-01]
 [ 5.65986696e-01  4.33961658e-01]
 [ 4.28091964e-01  5.71864648e-01]
 [ 8.10547473e-01  1.89390385e-01]
 [ 7.77786947e-01  2.22190840e-01]
 [ 6.74750821e-01  3.25316354e-01]
 [ 3.58980795e-01  6.41041838e-01]
 [-1.24862183e-01  1.12485979e+00]
 [ 6.59092583e-01  3.40882322e-01]
 [-7.36935176e-02  1.07366727e+00]
 [ 8.63301139e-01  1.36670366e-01]
 [ 9.47033109e-01  5.29607133e-02]
 [ 7.58528260e-01  2.41460965e-01]
 [-1.75653530e-02  1.01751654e+00]
 [ 4.16816142e-01  5.83187605e-01]
 [ 7.49462417e-01  2.50557676e-01]
 [ 8.35481040e-01  1.64530948e-01]
 [ 1.30970234e-01  8.68957292e-01]
 [ 5.76916287e-01  4.23114460e-01]
 [-4.98778375e-01  1.49892355e+00]
 [ 1.29414872e-01  8.70597873e-01]
 [ 9.25029756e-01  7.49454052e-02]
 [ 1.05577057e+00 -5.57911892e-02]
 [-2.06867209e-01  1.20695822e+00]
 [ 5.99718676e-01  4.00243272e-01]
 [ 7.37155211e-01  2.62852512e-01]
 [ 2.04923609e-01  7.95039809e-01]
 [-3.69792118e-01  1.36980171e+00]
 [ 3.42696147e-01  6.57324157e-01]
 [ 1.75430564e-01  8.24590354e-01]
 [ 4.69533900e-01  5.30518318e-01]
 [ 8.83450464e-01  1.16485529e-01]
 [ 4.94942482e-01  5.05043648e-01]
 [ 2.37015665e-01  7.62962259e-01]
 [ 2.74394863e-06  9.99916396e-01]
 [ 5.09019873e-01  4.91035817e-01]
 [ 9.59762640e-01  4.02189344e-02]
 [ 1.36146494e+00 -3.61425646e-01]
 [ 2.51286713e-01  7.48703239e-01]
 [ 3.80072384e-01  6.19894180e-01]
 [-3.40695260e-02  1.03411649e+00]
 [ 1.60775664e-01  8.39341502e-01]
 [ 8.27593040e-01  1.72369862e-01]
 [ 4.34412852e-01  5.65635136e-01]
 [ 5.44120407e-01  4.55873441e-01]
 [ 5.49442587e-01  4.50475217e-01]
 [-1.67563365e-01  1.16752733e+00]
 [-2.07848632e-01  1.20793901e+00]
 [ 1.39637188e-01  8.60322227e-01]
 [ 5.46427232e-01  4.53544847e-01]
 [ 7.55506181e-01  2.44532458e-01]
 [ 3.75660021e-01  6.24300632e-01]
 [ 3.89858924e-01  6.10189768e-01]
 [ 3.48792845e-01  6.51185805e-01]
 [ 9.36606605e-01  6.33963501e-02]
 [ 5.70502617e-01  4.29463174e-01]
 [ 8.54419916e-01  1.45560251e-01]
 [-1.25695174e-01  1.12570680e+00]
 [ 3.78071815e-01  6.21930042e-01]
 [ 8.61339602e-02  9.13811488e-01]
 [ 3.77666206e-01  6.22290616e-01]
 [ 4.97788016e-01  5.02230676e-01]
 [ 1.02771822e+00 -2.77528552e-02]
 [ 4.93945738e-01  5.06035009e-01]
 [ 6.19373531e-01  3.80661218e-01]
 [ 3.68323775e-01  6.31646570e-01]
 [ 1.34161600e-01  8.65834565e-01]
 [ 2.45111915e-01  7.54911738e-01]
 [-6.33097891e-01  1.63312640e+00]
 [ 5.11491826e-01  4.88512464e-01]
 [ 5.29769504e-01  4.70239315e-01]
 [ 5.33832220e-01  4.66149402e-01]
 [ 8.34867963e-01  1.65072666e-01]
 [ 4.94475787e-02  9.50593620e-01]
 [ 8.47720404e-01  1.52298540e-01]
 [ 3.88827838e-01  6.11040987e-01]
 [ 7.82094590e-01  2.17937835e-01]
 [ 3.36191067e-01  6.63798633e-01]
 [-4.49810753e-02  1.04500451e+00]
