[[ 4.27936824e-01  5.72063251e-01]
 [ 2.91339080e-01  7.08660835e-01]
 [ 4.69286002e-01  5.30714074e-01]
 [ 3.26347083e-01  6.73652785e-01]
 [ 7.59176834e-01  2.40823086e-01]
 [ 2.54351053e-02  9.74564991e-01]
 [ 6.16269484e-01  3.83730450e-01]
 [ 2.87459762e-02  9.71253988e-01]
 [ 3.12999013e-01  6.87000977e-01]
 [ 5.21686532e-01  4.78313496e-01]
 [ 6.09009358e-01  3.90990640e-01]
 [ 3.63814213e-01  6.36185795e-01]
 [ 4.32464848e-02  9.56753408e-01]
 [ 6.92375374e-01  3.07624668e-01]
 [ 3.85990905e-01  6.14008979e-01]
 [ 5.50293517e-01  4.49706560e-01]
 [ 7.18351538e-01  2.81648448e-01]
 [ 2.50778798e-01  7.49221070e-01]
 [ 4.47077227e-01  5.52922807e-01]
 [ 8.66340609e-01  1.33659416e-01]
 [ 5.34445385e-01  4.65554566e-01]
 [ 9.86831390e-01  1.31686235e-02]
 [ 9.45663201e-01  5.43367449e-02]
 [ 8.95491481e-01  1.04508541e-01]
 [ 7.88233533e-01  2.11766459e-01]
 [ 2.84288387e-01  7.15711655e-01]
 [-1.19567965e-01  1.11956787e+00]
 [ 3.82450994e-02  9.61754922e-01]
 [ 4.42774567e-01  5.57225467e-01]
 [-1.88452932e-01  1.18845295e+00]
 [ 2.91490856e-01  7.08509315e-01]
 [ 4.74590487e-02  9.52540883e-01]
 [ 1.21346782e+00 -2.13467766e-01]
 [ 7.62849642e-01  2.37150478e-01]
 [ 2.33114499e-01  7.66885500e-01]
 [ 8.18548950e-01  1.81451056e-01]
 [-3.74484293e-01  1.37448448e+00]
 [ 8.09451096e-01  1.90548909e-01]
 [ 7.03712412e-01  2.96287684e-01]
 [ 6.01873387e-01  3.98126619e-01]
 [ 1.02486981e+00 -2.48698344e-02]
 [ 2.36770037e-01  7.63229950e-01]
 [ 5.59543188e-01  4.40456859e-01]
 [ 4.22366748e-01  5.77633247e-01]
 [ 7.59580836e-01  2.40419164e-01]
 [ 6.09948487e-01  3.90051504e-01]
 [-8.13724363e-02  1.08137235e+00]
 [ 8.78372989e-01  1.21627052e-01]
 [ 2.44273998e-01  7.55725940e-01]
 [ 1.25271705e+00 -2.52717118e-01]
 [ 6.99038148e-01  3.00961927e-01]
 [ 2.69383078e-01  7.30616934e-01]
 [ 9.43183504e-01  5.68165388e-02]
 [ 5.40904552e-01  4.59095430e-01]
 [ 5.62227556e-01  4.37772416e-01]
 [ 9.58142178e-01  4.18577614e-02]
 [ 8.73054377e-01  1.26945509e-01]
 [ 6.30781797e-01  3.69218177e-01]
 [ 3.38187246e-01  6.61812805e-01]
 [-5.04918835e-01  1.50491874e+00]
 [ 6.54838850e-01  3.45161210e-01]
 [ 3.18932500e-01  6.81067498e-01]
 [-7.06253455e-01  1.70625353e+00]
 [ 2.12327032e-01  7.87672918e-01]
 [ 1.03862787e+00 -3.86278852e-02]
 [ 4.42585883e-02  9.55741382e-01]
 [ 6.35898083e-01  3.64101902e-01]
 [ 6.82237227e-01  3.17762715e-01]
 [ 1.07933289e+00 -7.93328789e-02]
 [ 4.99586801e-01  5.00413212e-01]
 [ 7.97144407e-01  2.02855572e-01]
 [ 5.66527415e-01  4.33472498e-01]
 [ 7.10449869e-01  2.89550251e-01]
 [ 5.67526266e-01  4.32473683e-01]
 [-1.42381058e-01  1.14238116e+00]
 [ 7.35715824e-03  9.92643097e-01]
 [ 2.82335171e-01  7.17664803e-01]
 [ 1.98450429e-01  8.01549538e-01]
 [ 9.53716712e-01  4.62831722e-02]
 [ 7.81768841e-01  2.18231181e-01]
 [ 5.89144045e-01  4.10855914e-01]
 [ 1.03861221e-02  9.89613859e-01]
 [ 5.06631800e-01  4.93368229e-01]
 [-4.86069283e-02  1.04860713e+00]
 [ 4.99532904e-01  5.00467052e-01]
 [-1.24300216e-02  1.01243009e+00]
 [ 7.53983057e-01  2.46016943e-01]
 [ 4.36837114e-01  5.63162715e-01]
 [ 5.30449183e-01  4.69550865e-01]
 [ 4.41823667e-01  5.58176333e-01]
 [ 6.35286164e-01  3.64713964e-01]
 [ 3.20273667e-01  6.79726340e-01]
 [ 7.19556936e-01  2.80443109e-01]
 [ 6.05565341e-01  3.94434550e-01]
 [ 4.40002898e-01  5.59997106e-01]
 [ 5.59839959e-01  4.40160027e-01]
 [ 1.23342840e+00 -2.33428271e-01]
 [ 9.19261979e-01  8.07380016e-02]
 [-2.27909429e-02  1.02279094e+00]
 [ 8.82060192e-01  1.17939790e-01]
 [ 2.03379979e-01  7.96619868e-01]
 [-1.37077631e-02  1.01370784e+00]
 [ 7.01744016e-01  2.98255910e-01]
 [ 1.78491798e-02  9.82150808e-01]
 [ 5.48222927e-01  4.51777015e-01]
 [ 7.84908445e-01  2.15091518e-01]
 [ 7.17527006e-01  2.82472971e-01]
 [ 2.01078339e-01  7.98921596e-01]
 [ 6.47416296e-01  3.52583774e-01]
 [ 8.41526532e-01  1.58473548e-01]
 [ 7.06779296e-01  2.93220687e-01]
 [ 9.54194664e-01  4.58052477e-02]
 [ 7.02880779e-01  2.97119286e-01]
 [ 5.23776999e-01  4.76223045e-01]
 [ 4.63988154e-01  5.36011835e-01]
