[[ 1.04996963e+00 -4.99698235e-02]
 [ 2.70889057e-01  7.29111220e-01]
 [-8.34834248e-02  1.08348372e+00]
 [ 1.14840055e+00 -1.48401066e-01]
 [-4.47452482e-02  1.04474571e+00]
 [ 1.04148930e-01  8.95850504e-01]
 [ 1.03123984e+00 -3.12396283e-02]
 [ 1.09991332e+00 -9.99127609e-02]
 [ 8.43221002e-01  1.56779098e-01]
 [ 1.13013897e+00 -1.30139007e-01]
 [ 6.80889178e-02  9.31911329e-01]
 [ 2.62866579e-01  7.37133528e-01]
 [ 1.04200617e+00 -4.20061464e-02]
 [-5.69284092e-02  1.05692792e+00]
 [ 9.44218037e-02  9.05578662e-01]
 [ 8.89073717e-02  9.11092362e-01]
 [ 7.95609340e-01  2.04391214e-01]
 [ 8.05594489e-01  1.94405527e-01]
 [ 3.95317611e-01  6.04682050e-01]
 [ 8.61819335e-01  1.38180783e-01]
 [ 1.07112037e+00 -7.11203025e-02]
 [ 4.95160744e-01  5.04839223e-01]
 [ 9.59710847e-01  4.02889783e-02]
 [ 8.32238223e-02  9.16775997e-01]
 [ 3.25769949e-01  6.74230026e-01]
 [ 1.16852622e+00 -1.68526199e-01]
 [ 1.02485022e+00 -2.48502337e-02]
 [ 1.66314415e-01  8.33684851e-01]
 [ 2.74646996e-02  9.72535367e-01]
 [ 3.78787670e-02  9.62121444e-01]
 [ 9.40808651e-02  9.05919458e-01]
 [ 9.00838182e-01  9.91620752e-02]
 [ 8.48812230e-01  1.51187579e-01]
 [-1.48594703e-02  1.01485951e+00]
 [ 3.12178174e-02  9.68782208e-01]
 [ 1.24772561e-01  8.75226798e-01]
 [ 9.45754601e-01  5.42453463e-02]
 [ 1.48981445e-01  8.51018113e-01]
 [ 8.88373520e-01  1.11626734e-01]
 [ 9.78063486e-01  2.19366897e-02]
 [ 8.15423779e-01  1.84576573e-01]
 [ 4.23779556e-02  9.57622106e-01]
 [ 8.28932355e-01  1.71068047e-01]
 [ 2.75940991e-01  7.24059392e-01]
 [ 2.23488670e-01  7.76511163e-01]
 [ 4.81847722e-01  5.18152756e-01]
 [ 9.53887133e-01  4.61131972e-02]
 [ 1.11858734e+00 -1.18586802e-01]
 [ 8.64887624e-01  1.35112696e-01]
 [ 9.69025439e-01  3.09744514e-02]
 [ 1.04067321e-02  9.89593684e-01]
 [-4.04349168e-03  1.00404340e+00]
 [ 8.21535409e-01  1.78464770e-01]
 [ 1.09797910e+00 -9.79786571e-02]
 [ 4.52744828e-02  9.54726116e-01]
 [ 7.76119358e-01  2.23880022e-01]
 [ 9.30794841e-01  6.92057008e-02]
 [ 1.08115778e+00 -8.11576227e-02]
 [ 9.18364371e-01  8.16353522e-02]
 [ 2.11942178e-01  7.88057576e-01]
 [ 1.05162587e+00 -5.16260749e-02]
 [ 8.11063709e-01  1.88936345e-01]
 [ 6.94910741e-02  9.30508120e-01]
 [ 1.15199829e+00 -1.51998603e-01]
 [-5.65642046e-02  1.05656411e+00]
 [ 1.04590312e+00 -4.59031409e-02]
 [ 1.03391394e+00 -3.39142822e-02]
 [ 7.35480752e-01  2.64519968e-01]
 [ 8.67753597e-01  1.32246436e-01]
 [ 1.65301564e-01  8.34698711e-01]
 [ 1.06944170e+00 -6.94419112e-02]
 [ 2.49222535e-01  7.50777333e-01]
 [ 9.27397973e-01  7.26018978e-02]
 [ 8.57140946e-02  9.14286221e-01]
 [ 8.33175677e-02  9.16682512e-01]
 [ 7.41940010e-01  2.58059456e-01]
 [ 9.80129270e-01  1.98709067e-02]
 [ 5.81183307e-03  9.94188534e-01]
 [ 6.31508589e-01  3.68491682e-01]
 [ 1.24045312e-01  8.75954662e-01]
 [ 1.79687547e-01  8.20312076e-01]
 [ 3.11992802e-01  6.88006980e-01]
 [ 1.91416291e-01  8.08583598e-01]
 [ 1.11641672e+00 -1.16416755e-01]
 [ 8.55899394e-01  1.44100719e-01]
 [ 2.57888583e-01  7.42111288e-01]
 [ 7.74335474e-01  2.25664865e-01]
 [ 8.19584094e-01  1.80415624e-01]
 [ 9.24727624e-01  7.52723284e-02]
 [ 5.23328857e-01  4.76671850e-01]
 [ 5.52214926e-01  4.47784791e-01]
 [ 4.00456695e-01  5.99542664e-01]
 [ 7.76370095e-01  2.23629695e-01]
 [-3.92079939e-02  1.03920816e+00]
 [ 6.29813331e-01  3.70186919e-01]
 [ 2.50012834e-01  7.49987807e-01]
 [ 2.87101871e-01  7.12898072e-01]
 [ 1.09641255e+00 -9.64128717e-02]
 [ 1.12223839e+00 -1.22238523e-01]
 [-4.45162295e-02  1.04451644e+00]
 [ 9.61379193e-01  3.86206045e-02]
 [ 6.84406510e-01  3.15593530e-01]
 [ 8.76939371e-01  1.23060507e-01]
 [ 1.07647717e+00 -7.64769588e-02]
 [ 1.12281056e+00 -1.22810567e-01]
 [ 4.58742130e-02  9.54125635e-01]
 [ 8.40887711e-01  1.59112339e-01]
 [-1.90733561e-02  1.01907341e+00]
 [ 3.32013437e-01  6.67987601e-01]
 [ 1.52942762e-01  8.47057430e-01]
 [ 2.05146924e-01  7.94853840e-01]
 [ 9.09210508e-01  9.07895817e-02]
 [ 1.52595263e-01  8.47405185e-01]
 [ 5.63691394e-01  4.36308471e-01]
 [ 1.00819372e-01  8.99180988e-01]
 [ 9.19983468e-01  8.00165440e-02]
 [ 1.71864602e-01  8.28135351e-01]
 [ 9.22740445e-01  7.72598428e-02]
 [ 2.79812496e-01  7.20187513e-01]
 [ 1.16250194e+00 -1.62501856e-01]
 [ 8.52720472e-01  1.47279048e-01]
 [ 5.13811606e-01  4.86188458e-01]
 [ 7.10079293e-01  2.89920734e-01]
 [ 8.92086108e-01  1.07914208e-01]
 [ 8.70356155e-01  1.29643929e-01]
 [ 8.40641949e-01  1.59357342e-01]
 [ 1.02274585e+00 -2.27455731e-02]
 [ 2.86907745e-01  7.13092320e-01]
 [-5.45602313e-02  1.05456041e+00]
 [ 9.07124247e-01  9.28755532e-02]
 [ 1.94777269e-01  8.05222917e-01]
 [ 3.24046051e-01  6.75954467e-01]
 [ 1.34285188e-01  8.65714787e-01]
 [ 9.04944854e-01  9.50549580e-02]
 [ 6.83626608e-02  9.31637605e-01]
 [ 1.51825450e-01  8.48174502e-01]
 [ 3.49114131e-01  6.50885805e-01]
 [ 1.73537773e-01  8.26462591e-01]
