[[ 1.32452491e-01  8.67500232e-01]
 [ 9.17133089e-03  9.90675558e-01]
 [ 2.34652072e-01  7.65351273e-01]
 [ 6.12102633e-02  9.38763043e-01]
 [ 9.29864294e-01  7.01641239e-02]
 [-7.63856951e-02  1.07649830e+00]
 [ 9.72474451e-01  2.74228881e-02]
 [ 9.34515463e-01  6.57305405e-02]
 [ 2.09632800e-01  7.90292905e-01]
 [ 4.92884785e-02  9.50987489e-01]
 [ 8.80990915e-01  1.18836140e-01]
 [ 9.68507168e-01  3.15793952e-02]
 [ 1.16579261e+00 -1.65851575e-01]
 [-5.53961500e-02  1.05554945e+00]
 [ 4.71762334e-01  5.28203473e-01]
 [ 8.12054484e-01  1.87940929e-01]
 [ 1.08565210e+00 -8.55682307e-02]
 [ 5.52113094e-01  4.47966081e-01]
 [ 2.83740542e-01  7.16252316e-01]
 [-7.25646201e-02  1.07277558e+00]
 [ 6.66237361e-01  3.33878776e-01]
 [ 9.49806691e-01  4.98860739e-02]
 [ 1.00427082e-01  8.99538256e-01]
 [ 7.38820979e-01  2.61082621e-01]
 [ 1.17188854e-02  9.88303077e-01]
 [-1.33575156e-01  1.13371683e+00]
 [ 1.01416965e+00 -1.39969349e-02]
 [ 1.15936403e+00 -1.59184113e-01]
 [ 1.81092610e-02  9.81660488e-01]
 [ 1.58240329e-02  9.84894416e-01]
 [ 8.05003080e-02  9.19524360e-01]
 [-1.44894074e-02  1.01445573e+00]
 [ 9.59739121e-01  4.01887646e-02]
 [ 9.21646345e-01  7.79881150e-02]
 [ 1.00307533e+00 -3.03614928e-03]
 [ 4.45064325e-02  9.55506858e-01]
 [ 2.25273245e-01  7.74725531e-01]
 [ 9.27504760e-01  7.26405242e-02]
 [ 8.57009733e-01  1.42965241e-01]
 [ 1.02149823e+00 -2.15084481e-02]
 [ 4.10680231e-01  5.89245137e-01]
 [ 3.59010101e-01  6.40978400e-01]
 [ 4.53653358e-01  5.46297806e-01]
 [ 8.98943492e-01  1.01090172e-01]
 [ 1.01201418e+00 -1.21063055e-02]
 [ 2.70387630e-03  9.97179927e-01]
 [ 8.98130904e-01  1.01654889e-01]
 [ 9.17029355e-01  8.32130674e-02]
 [ 9.50854455e-01  4.92509219e-02]
 [-1.89598998e-01  1.19008357e+00]
 [ 1.06423626e-02  9.89667017e-01]
 [-1.87322817e-01  1.18720028e+00]
 [ 9.31822643e-01  6.82685448e-02]
 [ 9.40536595e-01  5.95499399e-02]
 [ 8.92253155e-01  1.07761675e-01]
 [ 3.59119285e-01  6.41089118e-01]
 [ 1.05081422e+00 -5.10675905e-02]
 [ 6.13664417e-02  9.39054863e-01]
 [ 1.17752287e+00 -1.77223558e-01]
 [ 7.59990233e-01  2.39756493e-01]
 [ 9.27511634e-01  7.22353647e-02]
 [-2.92285837e-02  1.02946909e+00]
 [ 1.00560481e+00 -5.63091442e-03]
 [ 1.05994832e+00 -5.97873995e-02]
 [ 5.70651902e-01  4.29307970e-01]
 [ 9.42315205e-01  5.77894360e-02]
 [ 9.03034170e-01  9.68157882e-02]
 [ 8.56540926e-01  1.43550379e-01]
 [ 5.08038277e-02  9.49259562e-01]
 [-6.64151121e-02  1.06633988e+00]
 [ 1.11444016e+00 -1.14376805e-01]
 [ 2.57991512e-02  9.74023736e-01]
 [ 9.43635729e-01  5.64950802e-02]
 [ 7.90773837e-02  9.20682586e-01]
 [ 9.10361671e-01  8.99484971e-02]
 [ 4.24981756e-01  5.74873305e-01]
 [-3.89458950e-02  1.03893925e+00]
 [ 7.78731528e-01  2.21161537e-01]
 [ 9.67763527e-01  3.22832334e-02]
 [ 8.96100140e-01  1.04082131e-01]
 [ 3.73700803e-01  6.26306419e-01]
 [ 1.07653380e+00 -7.64972166e-02]
 [ 9.57164850e-01  4.30149785e-02]
 [ 9.92906984e-01  7.27651610e-03]
 [ 6.85093439e-01  3.15102909e-01]
 [ 1.11727448e-01  8.88196177e-01]
 [ 6.90311628e-01  3.09496627e-01]
 [ 6.69897823e-01  3.30096702e-01]
 [ 8.89045148e-01  1.11038374e-01]
 [ 1.13027738e+00 -1.30269131e-01]
 [ 9.73041600e-01  2.72022581e-02]
 [ 9.11593044e-01  8.87290541e-02]
 [ 1.10414566e+00 -1.04339068e-01]
 [ 1.13173147e-01  8.86945400e-01]
 [ 1.02343238e+00 -2.34462491e-02]
 [ 9.17662106e-01  8.23342123e-02]
 [ 1.15368472e-01  8.84408959e-01]
 [ 1.07850046e+00 -7.83782241e-02]
 [ 9.79204103e-01  2.07073310e-02]
 [ 9.11123245e-01  8.90721783e-02]
 [ 5.51428387e-01  4.48595600e-01]
 [ 1.15451279e-01  8.84468459e-01]
 [ 2.13089950e-02  9.78820940e-01]
 [ 1.05835729e+00 -5.85838869e-02]
 [ 9.78171691e-01  2.16779991e-02]
 [ 7.01281177e-01  2.98881564e-01]
 [-2.61549412e-02  1.02595356e+00]
 [ 8.30300185e-01  1.69585682e-01]
 [-6.63513740e-02  1.06626012e+00]
 [ 1.29847038e-01  8.70078749e-01]
 [ 2.97433126e-01  7.02419945e-01]
 [ 2.71341440e-01  7.28561021e-01]
 [ 9.76184724e-01  2.37790347e-02]
 [ 1.23147652e-01  8.76695385e-01]
 [ 7.54943982e-01  2.45075225e-01]
 [ 7.20179273e-01  2.79688386e-01]
 [ 7.10970434e-01  2.89354963e-01]
 [ 1.06341998e+00 -6.30082484e-02]
 [ 6.66911099e-01  3.33033931e-01]
 [ 9.91552852e-01  8.24706191e-03]
 [ 9.13627712e-01  8.60868910e-02]
 [ 7.54108548e-01  2.45885753e-01]
 [-2.09819431e-01  1.20969209e+00]
 [ 1.47974967e-02  9.85102321e-01]
 [ 5.47940648e-01  4.51988619e-01]
 [ 9.13401798e-01  8.63144609e-02]
 [ 9.00882897e-01  9.92616313e-02]
 [ 9.50044961e-01  5.00808564e-02]
 [ 9.52063548e-01  4.80458256e-02]
 [ 9.38216541e-01  6.17020143e-02]
 [ 6.28625981e-01  3.71611307e-01]
 [ 9.39705772e-01  6.02180281e-02]
 [ 8.99582524e-01  1.00416912e-01]
 [ 1.12773790e+00 -1.27937404e-01]
 [ 2.84981537e-01  7.15389048e-01]
 [ 9.41205688e-01  5.89575540e-02]
 [ 9.35185696e-01  6.51385554e-02]
 [ 1.03353699e+00 -3.37402718e-02]
 [ 8.40425490e-01  1.59397345e-01]
 [ 3.54312880e-02  9.64563531e-01]
 [ 1.11313108e+00 -1.13076285e-01]
 [ 4.38956920e-02  9.55888946e-01]
 [ 1.12697089e+00 -1.27301481e-01]
 [ 1.00920825e+00 -9.01605419e-03]
 [ 8.96409006e-02  9.10713235e-01]
 [ 1.47971788e-01  8.51900737e-01]
 [ 1.58761227e-02  9.84219441e-01]
 [ 8.84370280e-01  1.15686776e-01]
 [ 9.40191496e-01  5.93708025e-02]
 [ 1.06869569e+00 -6.86588720e-02]
 [ 2.86969276e-01  7.13479659e-01]
 [ 1.10963938e+00 -1.09609771e-01]
 [ 9.20780379e-01  7.95413945e-02]
 [ 5.79199941e-01  4.20678522e-01]
 [ 9.39420738e-01  6.05680483e-02]
 [ 8.14899395e-01  1.85315354e-01]
 [-1.20539455e-01  1.12085469e+00]
 [ 7.52891664e-01  2.47274122e-01]
 [-3.59887172e-02  1.03594455e+00]
 [ 9.22861506e-01  7.72652260e-02]
 [ 9.42745352e-01  5.72795176e-02]
 [ 4.05437014e-01  5.94851861e-01]
 [ 1.12380874e+00 -1.23800317e-01]
 [ 9.47645864e-01  5.23155004e-02]
 [ 1.10464316e-01  8.89737140e-01]
 [-9.63051630e-02  1.09656120e+00]
 [ 7.32615801e-01  2.67402279e-01]
 [ 1.11575072e+00 -1.15831134e-01]
 [ 1.00586202e-01  8.99184606e-01]
 [ 6.99942448e-02  9.29975994e-01]
 [ 6.91071603e-01  3.09303896e-01]
 [ 1.10871314e+00 -1.08693173e-01]
 [ 5.40804433e-02  9.45841139e-01]
 [ 9.12255440e-01  8.75914865e-02]
 [-1.97379688e-01  1.19732186e+00]
 [ 1.16098138e-01  8.83914780e-01]
 [ 3.03311486e-01  6.96775592e-01]
 [ 2.29616812e-02  9.76789460e-01]
 [ 4.02902269e-01  5.97325547e-01]
 [ 8.70723913e-01  1.29362186e-01]
 [ 4.59113321e-02  9.54347943e-01]
 [ 8.51433141e-01  1.48547664e-01]
 [-1.20141708e-01  1.12031651e+00]
 [ 9.07010938e-02  9.09530495e-01]
 [-8.88220130e-02  1.08881339e+00]
 [ 9.80213535e-01  1.97710330e-02]
 [ 1.10162430e+00 -1.01653743e-01]
 [ 1.05767896e+00 -5.76504981e-02]
 [ 8.36953649e-01  1.62719475e-01]
 [-9.77503251e-02  1.09787237e+00]
 [ 9.88531551e-01  1.14161981e-02]
 [ 1.15572901e-01  8.84309770e-01]
 [ 9.85848878e-01  1.41288270e-02]
 [ 1.60087054e-01  8.39735829e-01]
 [ 1.10046413e+00 -1.00769140e-01]
 [-1.66368267e-01  1.16614229e+00]
 [ 1.03494313e+00 -3.48972467e-02]
 [ 1.07148048e+00 -7.15458884e-02]
 [ 1.77760531e-01  8.22286364e-01]
 [ 1.01918445e-01  8.98010077e-01]
 [ 1.07471511e+00 -7.49523263e-02]
 [ 1.09934688e+00 -9.96531310e-02]
 [ 5.76789517e-01  4.23086076e-01]
 [ 8.03833332e-01  1.96197506e-01]
 [ 4.23436636e-01  5.76748089e-01]
 [ 2.63782891e-01  7.36241795e-01]
 [ 2.60608932e-01  7.39328500e-01]
 [ 1.00380636e+00 -3.74178215e-03]
