[[ 2.10220735e-01  7.89781015e-01]
 [ 1.57288791e-01  8.42710547e-01]
 [ 1.49941495e-01  8.50061367e-01]
 [ 3.14408812e-01  6.85592843e-01]
 [ 3.14408812e-01  6.85592843e-01]
 [ 4.77097504e-01  5.22915988e-01]
 [ 1.72867730e-01  8.26983628e-01]
 [ 6.38419503e-01  3.61590269e-01]
 [-2.63216445e-02  1.02632140e+00]
 [ 4.89442116e-01  5.10559762e-01]
 [ 2.02900433e-01  7.97132050e-01]
 [ 4.21972040e-01  5.78040790e-01]
 [ 1.90705192e-01  8.09296960e-01]
 [ 1.10531176e-01  8.89561583e-01]
 [-1.57593699e-01  1.15759318e+00]
 [ 2.57715712e-01  7.42284671e-01]
 [ 2.23802725e-01  7.76194306e-01]
 [ 1.99272427e-01  8.00727678e-01]
 [ 2.13145612e-01  7.86881177e-01]
 [ 3.85440914e-01  6.14555673e-01]
 [ 7.05006485e-01  2.95007395e-01]
 [ 2.56741376e-01  7.43259303e-01]
 [-7.66029266e-02  1.07661323e+00]
 [ 3.23570607e-01  6.76449798e-01]
 [ 5.30705578e-01  4.69288267e-01]
 [ 2.56735598e-01  7.43265081e-01]
 [ 5.30705578e-01  4.69288267e-01]
 [-2.84246434e-01  1.28424731e+00]
 [ 2.49824090e-01  7.50175971e-01]
 [ 1.01399392e-01  8.98602316e-01]
 [ 4.58012534e-01  5.41953733e-01]
 [ 7.69432309e-02  9.23072270e-01]
 [ 2.73376165e-01  7.26609834e-01]
 [ 9.91231148e-02  9.00883357e-01]
 [ 1.02117309e+00 -2.11639723e-02]
 [ 2.83893374e-01  7.16130974e-01]
 [-8.52703942e-02  1.08528114e+00]
 [-4.55580899e-03  1.00455281e+00]
 [ 2.18825860e-01  7.81176278e-01]
 [ 1.40577685e-01  8.59420055e-01]
 [-1.11794020e-01  1.11178174e+00]
 [-5.90190922e-02  1.05902916e+00]
 [-6.37239277e-02  1.06373425e+00]
 [ 2.49060961e-01  7.50966185e-01]
 [ 1.61297063e-01  8.38707613e-01]
 [ 1.06217996e-01  8.93779647e-01]
 [ 7.48639008e-02  9.25139555e-01]
 [-1.30122149e-01  1.13008989e+00]
 [ 1.18100453e-01  8.81899039e-01]
 [ 3.21014946e-01  6.78984666e-01]
 [ 4.57570458e-01  5.42414334e-01]
 [-2.83702195e-01  1.28369780e+00]
 [ 4.91031568e-01  5.08970345e-01]
 [ 1.16166108e-01  8.83833419e-01]
 [-2.76371981e-01  1.27636806e+00]
 [ 1.88837780e-01  8.11163030e-01]
 [ 1.77927854e-01  8.22074593e-01]
 [ 3.50017281e-01  6.50008827e-01]
 [ 1.36960352e-01  8.63041980e-01]
 [ 1.22570685e-01  8.77426799e-01]
 [ 4.63020276e-01  5.36984381e-01]
 [ 4.77300535e-01  5.22693512e-01]
 [ 1.40077440e-01  8.59908058e-01]
 [ 3.57608171e-01  6.42392676e-01]
 [ 8.14208716e-02  9.18575341e-01]
 [ 8.49736961e-02  9.15030596e-01]
 [ 1.59548748e-01  8.40451714e-01]
 [ 4.21617197e-02  9.57828938e-01]
 [-5.91571112e-02  1.05915801e+00]
 [ 4.96640621e-01  5.03366471e-01]
 [ 3.51506319e-02  9.64849987e-01]
 [ 2.01129114e-01  7.98872651e-01]
 [ 1.37972102e-01  8.62026621e-01]
 [ 1.07591160e-01  8.92409749e-01]
 [ 1.24089465e-04  9.99872968e-01]
 [-1.52821671e-02  1.01528254e+00]
 [ 5.28258862e-01  4.71746434e-01]
 [ 1.77206710e-01  8.22793510e-01]
 [ 2.35926180e-01  7.64079067e-01]
 [ 4.59508333e-02  9.54065904e-01]
 [ 2.52840544e-01  7.47163241e-01]
 [-3.12952494e-02  1.03129730e+00]
 [-6.97561180e-02  1.06973411e+00]
 [-2.72645007e-01  1.27266689e+00]
 [ 4.97514506e-01  5.02481055e-01]
 [-3.06501642e-02  1.03064572e+00]
 [ 1.77856279e-01  8.22144492e-01]
 [ 2.03682805e-01  7.96326342e-01]
 [ 2.56821425e-01  7.43178690e-01]
 [ 3.81476874e-01  6.18530773e-01]
 [-9.99867896e-02  1.09998422e+00]
 [ 1.16202866e-01  8.83796641e-01]
 [-3.78798722e-02  1.03787722e+00]
 [-3.78798722e-02  1.03787722e+00]
 [-7.61182977e-02  1.07612281e+00]
 [ 4.80916628e-01  5.19092839e-01]
 [ 1.24394155e-01  8.75607629e-01]
 [ 2.87127239e-01  7.12875110e-01]
 [ 2.96162238e-01  7.03829940e-01]
