[[ 3.10746372e-01  6.89258832e-01]
 [ 2.47147623e-01  7.52844765e-01]
 [-5.77765670e-02  1.05777346e+00]
 [ 4.08727169e-01  5.91266067e-01]
 [ 4.08727169e-01  5.91266067e-01]
 [ 3.95568106e-01  6.04458051e-01]
 [ 1.79695999e-01  8.20438526e-01]
 [ 4.35420452e-01  5.64632591e-01]
 [ 5.99617865e-02  9.40035175e-01]
 [ 4.70366089e-01  5.29636230e-01]
 [ 1.79909409e-01  8.20036953e-01]
 [ 4.10982103e-01  5.89033223e-01]
 [ 2.82023896e-01  7.17982139e-01]
 [ 3.32434330e-01  6.67442954e-01]
 [-1.02091017e-01  1.10208833e+00]
 [ 1.99032346e-01  8.00973546e-01]
 [ 2.47352508e-01  7.52650760e-01]
 [ 2.42587752e-01  7.57415190e-01]
 [ 3.62204786e-01  6.37742686e-01]
 [-1.57861570e-02  1.01579697e+00]
 [ 7.22876209e-01  2.77123264e-01]
 [ 2.70818554e-01  7.29183989e-01]
 [-5.04032580e-02  1.05037394e+00]
 [ 4.26708461e-01  5.73362394e-01]
 [ 6.06935788e-01  3.93082993e-01]
 [ 2.70813227e-01  7.29189316e-01]
 [ 6.06935788e-01  3.93082993e-01]
 [-1.63535294e-01  1.16356305e+00]
 [ 1.96927748e-01  8.03040689e-01]
 [ 1.04132081e-01  8.95890371e-01]
 [ 5.38211441e-01  4.61767523e-01]
 [ 2.53310504e-01  7.46670143e-01]
 [ 2.22118345e-01  7.77899656e-01]
 [ 2.81974033e-01  7.17918349e-01]
 [ 5.58573853e-01  4.41423799e-01]
 [ 5.06940689e-01  4.93029998e-01]
 [-7.31404297e-02  1.07310685e+00]
 [ 3.05129133e-02  9.69493272e-01]
 [ 3.00097550e-01  6.99909608e-01]
 [ 2.65287917e-01  7.34710735e-01]
 [ 1.26499159e-01  8.73459707e-01]
 [-9.56139169e-03  1.00953433e+00]
 [-2.12854785e-02  1.02125819e+00]
 [ 3.77992156e-01  6.21967398e-01]
 [ 2.25886379e-01  7.74118962e-01]
 [ 1.80757752e-01  8.19230725e-01]
 [ 8.64765042e-02  9.13518244e-01]
 [-2.65642992e-01  1.26586496e+00]
 [ 1.92333141e-01  8.07667770e-01]
 [ 4.09090931e-01  5.90901687e-01]
 [ 5.50982565e-01  4.49038001e-01]
 [-1.34526865e-01  1.13450281e+00]
 [ 4.71850130e-01  5.28152195e-01]
 [ 4.69144731e-01  5.30858777e-01]
 [-1.27507127e-01  1.12748185e+00]
 [ 2.28042672e-01  7.71974312e-01]
 [ 5.55890011e-02  9.44422739e-01]
 [ 5.19903049e-01  4.80019743e-01]
 [ 2.42619530e-01  7.57388510e-01]
 [ 2.63757424e-01  7.36241337e-01]
 [ 4.33564971e-01  5.66435908e-01]
 [ 3.49196995e-01  6.50804502e-01]
 [ 2.07976210e-01  7.91959060e-01]
 [ 2.14275959e-01  7.85759746e-01]
 [ 1.34240468e-01  8.65759384e-01]
 [ 3.44520522e-02  9.65574971e-01]
 [ 9.96274458e-02  9.00379474e-01]
 [ 3.00602678e-02  9.70056362e-01]
 [ 1.69065641e-01  8.30933904e-01]
 [ 5.30056738e-01  4.69943646e-01]
 [ 8.88550705e-02  9.11144733e-01]
 [ 2.90893547e-01  7.09113790e-01]
 [ 2.38076620e-01  7.61923761e-01]
 [ 1.22772399e-01  8.77253539e-01]
 [ 3.49489647e-02  9.65057141e-01]
 [ 1.03220096e-01  8.96784365e-01]
 [ 5.60390477e-01  4.39562316e-01]
 [ 1.19668632e-01  8.80321852e-01]
 [ 2.39217512e-01  7.60771169e-01]
 [ 2.32306592e-01  7.67564583e-01]
 [ 2.33738879e-01  7.66263835e-01]
 [ 1.27479273e-01  8.72520787e-01]
 [-9.30864140e-02  1.09302135e+00]
 [-9.99066748e-02  1.09990099e+00]
 [ 5.57562052e-01  4.42444209e-01]
 [ 1.82772340e-01  8.17218485e-01]
 [ 2.34098720e-01  7.65882060e-01]
 [ 2.02666537e-01  7.97334933e-01]
 [ 2.46577326e-01  7.53421863e-01]
 [ 8.49404358e-01  1.50543095e-01]
 [-1.93459461e-02  1.01935269e+00]
 [ 1.96161176e-01  8.03839668e-01]
 [ 2.72203445e-02  9.72779715e-01]
 [ 2.72203445e-02  9.72779715e-01]
 [ 1.25554685e-02  9.87388337e-01]
 [ 4.14493793e-01  5.85527323e-01]
 [ 2.59582035e-01  7.40427377e-01]
 [ 3.47274819e-01  6.52732839e-01]
 [ 3.99823631e-01  6.00124662e-01]
 [ 3.24932043e-01  6.75085635e-01]
 [-1.89217423e-01  1.18944112e+00]
 [ 2.29674831e-01  7.70324330e-01]
 [ 3.71527404e-01  6.28458239e-01]
 [ 2.29674831e-01  7.70324330e-01]
 [ 3.71527404e-01  6.28458239e-01]
 [ 2.29674831e-01  7.70324330e-01]
 [ 3.71527404e-01  6.28458239e-01]
 [ 3.42744913e-01  6.57204454e-01]
 [ 3.71527404e-01  6.28458239e-01]
 [ 1.51787763e-01  8.48205670e-01]
 [-6.45833219e-02  1.06452681e+00]
 [ 6.94536860e-01  3.05449293e-01]
 [ 3.17775381e-01  6.82218850e-01]
 [ 7.91005777e-01  2.08980384e-01]
 [ 3.87922470e-01  6.12076905e-01]
 [ 3.31068185e-01  6.68931952e-01]
 [ 3.31919980e-01  6.68079463e-01]
 [ 3.31922742e-01  6.68076700e-01]
 [ 1.15154992e-01  8.84845323e-01]
 [-4.17801546e-02  1.04178834e+00]
 [ 3.31919980e-01  6.68079463e-01]
 [ 3.31922742e-01  6.68076700e-01]
 [ 6.86193926e-02  9.31378096e-01]
 [ 2.16894366e-01  7.83105791e-01]
 [ 4.35793087e-01  5.64208595e-01]
 [ 2.25023770e-02  9.77500663e-01]
 [ 3.35160353e-03  9.96654068e-01]
 [ 1.91009673e-01  8.08990918e-01]
 [-3.79331505e-02  1.03793318e+00]
 [ 1.08809526e-01  8.91187332e-01]
 [ 2.00948880e-01  7.99053946e-01]
 [ 1.79071732e-01  8.20940731e-01]
 [ 3.36320853e-01  6.63672274e-01]
 [ 1.82890528e-01  8.17091835e-01]
 [ 3.41778402e-01  6.58224087e-01]
 [ 4.80606248e-01  5.19409822e-01]
 [ 4.80606248e-01  5.19409822e-01]
 [-1.68804882e-01  1.16879055e+00]
 [ 4.14142509e-01  5.85872701e-01]
 [ 5.72678718e-01  4.27286676e-01]
 [-1.68804882e-01  1.16879055e+00]
 [ 1.81924984e-01  8.18067226e-01]
 [ 6.86193926e-02  9.31378096e-01]
 [ 1.81924984e-01  8.18067226e-01]
 [ 4.84131656e-02  9.51644329e-01]
 [ 4.11952887e-01  5.88048133e-01]
 [-1.68804882e-01  1.16879055e+00]
 [ 2.41461075e-01  7.58537600e-01]
 [ 3.31185164e-01  6.68804106e-01]
 [ 7.55709483e-03  9.92394935e-01]
 [ 7.23159834e-02  9.27625775e-01]
 [-5.03694069e-02  1.05037782e+00]
 [ 2.46330442e-01  7.53364473e-01]
 [ 2.16374260e-01  7.83634021e-01]
 [ 4.43636796e-01  5.56349752e-01]
 [ 6.52736138e-02  9.34715707e-01]
 [ 1.43657236e-01  8.56340705e-01]
 [ 2.28954958e-01  7.71048846e-01]
 [ 9.03930577e-02  9.09618809e-01]
 [ 2.97645806e-01  7.02354715e-01]
 [ 2.90848113e-01  7.09152322e-01]
 [ 1.25554685e-02  9.87388337e-01]
 [ 3.25847978e-01  6.74162987e-01]
 [ 2.86395985e-01  7.13645764e-01]
 [ 1.25554685e-02  9.87388337e-01]
 [ 9.97434839e-02  9.00207653e-01]
 [ 3.56491833e-01  6.43507248e-01]
 [ 2.95847265e-01  7.04158966e-01]
 [ 2.34173437e-01  7.65826564e-01]
 [ 1.93036425e-01  8.06958203e-01]
 [ 3.74106789e-01  6.25892725e-01]
 [ 1.79100320e-01  8.20904522e-01]
 [ 2.39618123e-01  7.60365250e-01]
 [ 1.38993357e-01  8.61018592e-01]
 [ 2.32569252e-01  7.67448459e-01]
 [ 4.07274664e-02  9.59284093e-01]
 [-4.52161185e-03  1.00450966e+00]
 [ 1.36251362e-01  8.63749785e-01]
 [ 2.35349556e-01  7.64651220e-01]
 [ 4.07274664e-02  9.59284093e-01]
 [ 1.05768241e-01  8.94228203e-01]
 [ 3.66796949e-01  6.33190601e-01]
 [ 9.68331170e-02  9.03178847e-01]
 [ 1.00399630e-01  8.99601706e-01]
 [ 9.21075349e-01  7.89440871e-02]
 [ 6.64548774e-01  3.35321852e-01]
 [ 5.08711467e-01  4.91292083e-01]
 [-4.86254503e-01  1.48624932e+00]
 [-4.86879001e-02  1.04867841e+00]
 [ 1.58764299e-01  8.41243019e-01]
 [ 1.92870810e-01  8.06841454e-01]
 [-4.33108087e-01  1.43311840e+00]
 [ 8.00564373e-02  9.19983805e-01]
 [ 2.40385697e-01  7.59613613e-01]
 [ 1.79100320e-01  8.20904522e-01]
 [ 6.26303310e-01  3.73693088e-01]
 [ 1.78548461e-02  9.82139014e-01]
 [ 1.78138472e-01  8.21866414e-01]
 [ 2.28600059e-02  9.77133937e-01]
 [-1.91780304e-01  1.19182364e+00]
 [-5.86226575e-02  1.05863255e+00]
 [ 1.85180553e-01  8.14823804e-01]
 [ 1.86916171e-01  8.13088100e-01]
 [-3.97593659e-01  1.39761559e+00]
 [ 4.34901091e-02  9.56447080e-01]
 [ 3.36401571e-01  6.63591579e-01]
 [ 2.76628154e-01  7.23377406e-01]
 [-3.14741192e-01  1.31474759e+00]
 [ 2.55041243e-01  7.44924899e-01]
 [-4.19049035e-02  1.04190728e+00]
 [ 3.67732224e-01  6.32256793e-01]
 [ 4.52560013e-02  9.54722358e-01]
 [ 1.44322759e-01  8.55678938e-01]
 [ 1.79122850e-02  9.82081573e-01]
 [ 2.07122414e-01  7.92824945e-01]
 [ 1.72105380e-01  8.27908811e-01]
 [ 5.65279870e-01  4.34700509e-01]
 [ 5.65279870e-01  4.34700509e-01]
 [ 2.98573643e-02  9.70138307e-01]
 [ 2.90804793e-01  7.09200248e-01]
 [ 1.25554685e-02  9.87388337e-01]
 [-4.49265634e-02  1.04497194e+00]
 [ 1.02354519e-01  8.97640075e-01]
 [ 1.34912820e-01  8.65095146e-01]
 [ 1.37320619e-01  8.62679661e-01]
 [ 1.43426293e-01  8.56572235e-01]
 [-6.68003079e-02  1.06680318e+00]
 [ 3.84854909e-02  9.61451279e-01]
 [ 1.85945668e-01  8.14064656e-01]
 [ 1.59775474e-01  8.40227067e-01]
 [ 3.66972581e-01  6.33022137e-01]
 [ 3.21493049e-01  6.78501152e-01]
 [ 2.16599975e-01  7.83399361e-01]
 [ 5.09724362e-01  4.90262140e-01]
 [ 1.38815769e-01  8.61175457e-01]
 [ 8.89141655e-01  1.10808074e-01]
 [ 8.89141655e-01  1.10808074e-01]
 [ 1.81593005e-01  8.18411607e-01]
 [ 1.83586229e-01  8.16406659e-01]
 [ 1.99386065e-01  8.00621843e-01]
 [ 4.19758188e-01  5.80379349e-01]
 [ 4.29046636e-01  5.70956892e-01]
 [ 1.83087793e-01  8.16904870e-01]
 [ 5.50226647e-02  9.44993827e-01]
 [ 1.34930471e-01  8.65070388e-01]
 [-2.17470984e-02  1.02174867e+00]
 [ 1.83087793e-01  8.16904870e-01]
 [-1.89067682e-01  1.18892876e+00]
 [ 2.95341526e-01  7.04663559e-01]
 [ 3.91927444e-01  6.08064233e-01]
 [ 8.73839750e-01  1.26173549e-01]
 [ 5.34240047e-02  9.46535669e-01]
 [ 1.87529308e-01  8.12471321e-01]
 [ 2.36952895e-01  7.63041534e-01]
 [ 2.42613305e-01  7.57381149e-01]
 [ 2.24616068e-03  9.97786574e-01]
 [-1.67476883e-02  1.01674944e+00]
 [-3.24164712e-01  1.32417333e+00]
 [ 7.69181285e-02  9.23093470e-01]
 [ 2.28651365e-01  7.71351376e-01]
 [ 7.69181285e-02  9.23093470e-01]
 [ 3.91927444e-01  6.08064233e-01]
 [ 3.09019795e-01  6.90974658e-01]
 [ 2.25284726e-01  7.74715139e-01]
 [ 2.69196194e-01  7.30813697e-01]
 [ 3.88287714e-01  6.11707370e-01]
 [ 7.75865620e-02  9.22424653e-01]
 [ 3.57787326e-01  6.42212586e-01]
 [-5.46516661e-02  1.05464196e+00]
 [ 3.88287714e-01  6.11707370e-01]
 [ 3.88287714e-01  6.11707370e-01]
 [ 4.70064212e-01  5.29961938e-01]
 [ 4.38782662e-01  5.61214302e-01]
 [-6.40727632e-01  1.64071836e+00]
 [ 1.84648967e-01  8.15343271e-01]
 [ 4.27236842e-01  5.72768863e-01]
