5.047069636402514577e+07 -5.047069652090938389e+07
-1.486002765792890638e+07 1.486002758891112730e+07
1.527185973450794071e+07 -1.527185987821394578e+07
6.685017361619152129e+07 -6.685017344680808485e+07
5.258827306794333458e+07 -5.258827300174061954e+07
-7.618248892676055431e+06 7.618248910464808345e+06
-3.575717474355960637e+07 3.575717474988953769e+07
-1.685536955318568647e+07 1.685536959386007488e+07
-3.880259518244276941e+07 3.880259519776827097e+07
-4.410163162609730661e+07 4.410163171569787711e+07
3.723362149920031428e+06 -3.723362075740166008e+06
9.912915903959073126e+06 -9.912915879762288183e+06
-6.032456216408476979e+07 6.032456209540113062e+07
-7.479332132811618969e+06 7.479332220842313021e+06
4.815694323450323194e+06 -4.815694199431214482e+06
3.032408916842291132e+07 -3.032408924289289489e+07
5.654796070665913075e+07 -5.654796068996597081e+07
7.374468960352966562e+06 -7.374468653848405927e+06
1.969268601264308766e+07 -1.969268590833607316e+07
-3.109538900862574205e+07 3.109538911401302367e+07
-1.368657518181524426e+07 1.368657521610450000e+07
-4.056621528688497096e+07 4.056621529106755555e+07
2.212425436380942911e+07 -2.212425450219551846e+07
-1.075189703176787645e+08 1.075189702536238134e+08
-3.407748539640736580e+07 3.407748538243130594e+07
1.534164914200072736e+07 -1.534164910150220245e+07
-1.964243730038884282e+07 1.964243727283698320e+07
6.075280872003088892e+07 -6.075280876178345084e+07
5.600265069724369049e+07 -5.600265074011266232e+07
3.631705087544772029e+07 -3.631705073754194379e+07
-3.167992837190162390e+07 3.167992840070363507e+07
-4.632435436600423418e+06 4.632435491178203374e+06
2.374090308714243770e+07 -2.374090287933159620e+07
-1.662673278106835112e+07 1.662673287547755986e+07
-3.742464458529501408e+07 3.742464460160849243e+07
-7.144592266133667529e+07 7.144592268324321508e+07
3.373514217843768746e+07 -3.373514218559306115e+07
-6.308139197309351712e+07 6.308139197191411257e+07
-1.997180417753268406e+07 1.997180411151214689e+07
-9.171431692034952343e+06 9.171431764148019254e+06
2.074231603710445017e+07 -2.074231608286146820e+07
2.824800562376375496e+07 -2.824800590917159989e+07
2.881777881431924552e+07 -2.881777872921019793e+07
4.407510175402086973e+07 -4.407510179711142182e+07
2.705121538622105122e+07 -2.705121508505991846e+07
-4.570140275463114679e+07 4.570140308037808537e+07
3.888959895318149030e+07 -3.888959903881523013e+07
-5.452461645487950742e+07 5.452461656154797971e+07
-3.638871789048244059e+07 3.638871786905430257e+07
-1.493531237311415374e+07 1.493531226040175557e+07
6.661090294123295695e+06 -6.661090578202851117e+06
1.388834226738625765e+07 -1.388834226677235961e+07
8.822131443399447203e+07 -8.822131432594738901e+07
-2.093432600180983543e+07 2.093432588613849878e+07
1.737598389839193225e+08 -1.737598391088581383e+08
6.709853022551248223e+07 -6.709853039883523434e+07
7.579194473783919588e+06 -7.579194407327344641e+06
-8.891635161311171949e+06 8.891635178597114980e+06
-1.981753049146585539e+07 1.981753050082956627e+07
-7.000406440954461694e+06 7.000406403363712132e+06
1.434805754370194487e+07 -1.434805754582802393e+07
-3.642811737850732356e+07 3.642811746011430025e+07
-9.234696007051989436e+06 9.234696039783027023e+06
8.689806007702171803e+06 -8.689806131679773331e+06
1.852211522839181125e+07 -1.852211538947211578e+07
2.807409550754977763e+07 -2.807409536516704783e+07
-1.599039234530239552e+07 1.599039244339137524e+07
2.810311472850237787e+07 -2.810311485610103607e+07
1.422268966466474161e+07 -1.422268966139509156e+07
4.939752257389374077e+07 -4.939752263614220917e+07
-2.053989456957782805e+07 2.053989456169659272e+07
-8.801770216444030404e+06 8.801770239328157157e+06
5.838785464589516819e+07 -5.838785471111399680e+07
1.323660435020285845e+07 -1.323660440251239762e+07
-8.133894201192396879e+07 8.133894206119342148e+07
-5.922410550514396280e+07 5.922410557848174870e+07
-3.342824811408389360e+06 3.342824721114002168e+06
-1.167283442113404423e+08 1.167283441050629616e+08
-4.411808749630554020e+07 4.411808752240224183e+07
-2.997467783581534773e+07 2.997467786217893660e+07
-9.894594713829234242e+06 9.894594798568379134e+06
4.254806019743479788e+06 -4.254806066595315933e+06
5.470701957726776600e+05 -5.470702303466126323e+05
9.256351852918706834e+06 -9.256352112758137286e+06
7.055523686050981283e+06 -7.055523782715614885e+06
-8.887920317609190941e+06 8.887920465123340487e+06
-4.712625494309624285e+07 4.712625482317063212e+07
-9.548648759391766787e+07 9.548648790326029062e+07
1.846521771373924986e+07 -1.846521779957678169e+07
2.191514710200840607e+07 -2.191514728473910689e+07
-1.267793447691917419e+07 1.267793426470974833e+07
-6.930137526780538261e+06 6.930137364158578217e+06
2.730661818241048604e+06 -2.730661179745629430e+06
1.273220021840760298e+07 -1.273220014583372883e+07
8.496173385158552229e+07 -8.496173396573865414e+07
-4.704011719409117848e+07 4.704011726440984011e+07
3.285763459365905076e+07 -3.285763454945001751e+07
-2.470385176534385979e+07 2.470385179365278780e+07
-3.993343102489709854e+07 3.993343105494483560e+07
4.820768310831936449e+07 -4.820768306993627548e+07
-1.746321526556439698e+07 1.746321526283705980e+07
-4.477110886003167927e+07 4.477110882844801247e+07
